Dezaemon: Kaite Tsukutte Asoberu,Athena,Athena,"September 20, 1994",Unreleased,Unreleased,
D-Force•Dimensional ForceJP,Asmik Ace Entertainment,Asmik Ace Entertainment,"December 10, 1991","December 31, 1991",Unreleased,
Dharma Doujou,Metro,Den'Z,"February 10, 1995",Unreleased,Unreleased,
Dig & Spike Volleyball•Volleyball TwinJP,Tose,Hudson Soft,"November 27, 1992","December 1, 1993",Unreleased,
DinoCity•Dino Wars: Kyouryuu Oukoku heno DaiboukenJP,Irem,Irem,"July 17, 1992","September 4, 1992",1992,
Dino Dini's Soccer,Eurocom,Virgin Interactive,Unreleased,Unreleased,"November 10, 1994",
Dirt Racer,MotiveTime,Elite Systems,Unreleased,Unreleased,"May 31, 1995",
Dirt Trax FX,Sculptured Software,Acclaim Entertainment,Unreleased,"June 16, 1995",1995,
Disney's Aladdin,Capcom,Capcom,"November 26, 1993","November 21, 1993","January 27, 1994",
Disney's Beauty and the Beast•Bijo to YajuuJP,Probe Software,Hudson Soft,"July 8, 1994","July 1, 1994","February 23, 1995",
Disney's Bonkers,Sun L,Capcom,"January 3, 1995","December 15, 1994",Unreleased,
Disney's Pinocchio,Virgin Interactive,Nintendo,"December 20, 1996","November 1, 1996",1996,
Dokapon 3-2-1: Arashi wo Yobu Yujo,Asmik Ace Entertainment,Asmik Ace Entertainment,"December 2, 1994",Unreleased,Unreleased,
Dokapon Gaiden: Honoo no Audition,Earthly Soft,Asmik Ace Entertainment,"December 1, 1995",Unreleased,Unreleased,
Doukyuusei 2,ELF Corporation,Banpresto,"December 1, 1997",Unreleased,Unreleased,
Dolucky's A-League Soccer,Zoom,Imagineer,"July 8, 1994",Unreleased,Unreleased,
Dolucky no Kusayakiu,Zoom,Technōs Japan,"December 17, 1993",Cancelled,Unreleased,
Dolucky no Puzzle Tour '94,Zoom,Imagineer,"October 28, 1994",Unreleased,Unreleased,
Donald Duck no Mahou no Boushi,Pop House/SAS Sakata,Epoch Co.,"August 11, 1995",Unreleased,Unreleased,
"Donkey Kong Country †•Super Donkey KongJP, KR",Rare,Nintendo,"November 26, 1994","November 21, 1994","November 24, 1994",
"Donkey Kong Country 2: Diddy's Kong Quest †•Super Donkey Kong 2: Dixie & DiddyJP, KR",Rare,Nintendo,"November 21, 1995","November 20, 1995","December 14, 1995",
"Donkey Kong Country 3: Dixie Kong's Double Trouble! †•Super Donkey Kong 3: Nazo no Krems ShimaJP, KR",Rare,Nintendo,"November 23, 1996","November 22, 1996","December 13, 1996",
Doom,Sculptured Software,Williams Entertainment,"March 1, 1996","September 1, 1995","October 26, 1995",
Doom Troopers,Adrenalin Interactive,Playmates Interactive,Unreleased,"November 15, 1995",Unreleased,
Doomsday Warrior•Taiketsu!! Brass NumbersJP,Telenet,Renovation Products,"November 20, 1992","April 30, 1993",Unreleased,
Doraemon: Nobita to Yousei no Kuni,Pop House/SAS Sakata,Epoch Co.,"February 19, 1993",Unreleased,Unreleased,
Doraemon 2: Nobita no Toys Land Daibouken,Pop House/SAS Sakata,Epoch Co.,"December 17, 1993",Unreleased,Unreleased,
Doraemon 3: Nobita to Toki no Hougyoku,AIM,Epoch Co.,"December 16, 1994",Unreleased,Unreleased,
Doraemon 4: Nobita to Tsuki no Oukoku,Agenda,Epoch Co.,"December 15, 1995",Unreleased,Unreleased,
DoReMi Fantasy: Milon no Dokidoki Daibouken,Hudson Soft,Hudson Soft,"March 22, 1996",Unreleased,Unreleased,
Dossun! Ganseki Battle,I'Max,I'Max,"December 16, 1994",Unreleased,Unreleased,
Double Dragon V: The Shadow Falls,Leland Interactive Media,Tradewest,Unreleased,"August 5, 1994","July 10, 1994",
Down the World: Mervil's Ambition,ASCII,ASCII,"September 30, 1994",Unreleased,Unreleased,
Downtown Nekketsu Baseball Monogatari: Baseball de Shoufuda! Kunio-kun,Technōs Japan,Technōs Japan,"December 17, 1993",Unreleased,Unreleased,
Dr. Mario,,Nintendo,"June 1, 1998",Unreleased,Unreleased,
Dragon: The Bruce Lee Story,Virgin Interactive,Acclaim Entertainment,Unreleased,"July 1, 1995","February 23, 1995",
Dragon Ball Z: Hyper Dimension,Tose,Bandai,"December 31, 1996",Unreleased,February 1997,
Dragon Ball Z: Super Saiya Densetsu,Tose,Bandai,"January 25, 1992",Unreleased,Unreleased,
Dragon Ball Z: Super Butouden,Tose,Bandai,"March 20, 1993",Unreleased,"November 30, 1993",
Dragon Ball Z: Super Butouden 2 †•Dragon Ball Z 2: la Légende SaienFR,Tose,Bandai,"December 17, 1993",Unreleased,June 1994,
Dragon Ball Z: Super Butouden 3 †•Dragon Ball Z: ChomutujeonKR †•Dragon Ball Z: Ultime Menace FR,Tose,Bandai,"September 29, 1994",Unreleased,March 1995,
Dragon Ball Z: Super Gokuden Totsugeki Hen,Tose,Bandai,"March 24, 1995",Unreleased,Unreleased,
Dragon Ball Z: Super Gokuden Kakusei Hen,Tose,Bandai,"September 22, 1995",Unreleased,Unreleased,
Dragon Knight 4,ELF Corporation,Banpresto,"December 27, 1996",Unreleased,Unreleased,
Dragon Quest I & II [ja],Chunsoft,Enix,"December 18, 1993",Unreleased,Unreleased,
Dragon Quest III: Soshite Densetsu e...,Heartbeat,Enix,"December 6, 1996",Unreleased,Unreleased,
Dragon Quest V: Tenkuu no Hanayome,Chunsoft,Enix,"September 27, 1992",Cancelled,Unreleased,
Dragon Quest VI: Maboroshi no Daichi,Heartbeat,Enix,"December 9, 1995",Unreleased,Unreleased,
Dragon Slayer: Eiyuu Densetsu,Falcom,Epoch Co.,"February 14, 1992",Unreleased,Unreleased,
Dragon Slayer: Eiyuu Densetsu II,Falcom,Epoch Co.,"June 4, 1993",Unreleased,Unreleased,
Dragon View•Super DrakkhenJP,Kemco,Kemco,"August 26, 1994","November 17, 1994",Unreleased,
Dragon's Earth,Human Entertainment,Human Entertainment,"January 22, 1993",Unreleased,Unreleased,
Dragon's Lair•Dragon's MagicJP,MotiveTime,Konami (JP)Data East (NA)Elite Systems (EU),"June 25, 1993","February 1, 1993",1993,
Drakkhen,Kemco,Kemco (JP/EU)Seika Corporation (NA),"May 24, 1991","September 1, 1991",1992,
Dream Basketball: Dunk & Hoop,Human Entertainment,Human Entertainment,"November 18, 1994",Unreleased,Unreleased,
Dream TV,Triffix,Triffix,Unreleased,"April 1, 1994",Unreleased,
Dual Orb,I'Max,I'Max,"April 16, 1993",Unreleased,Unreleased,
Dual Orb II,I'Max,I'Max,"December 29, 1994",Unreleased,Unreleased,
The Duel: Test Drive II,Distinctive Software,Accolade,Unreleased,"December 1, 1992",1992,
Dungeon Master,Software Heaven / FTL Games,JVC Musical Industries,"December 20, 1991","June 1, 1993",1993,
DunQuest: Majin Fuuin no Densetsu,Technōs Japan,Technōs Japan,"July 21, 1995",Unreleased,Unreleased,
Dynamite: The Las Vegas,Micro Factory,Virgin Interactive,"April 28, 1994",Unreleased,Unreleased,
Dynamic Stadium,Electronics Application,Sammy Corporation,"November 26, 1993",Unreleased,Unreleased,
E.V.O.: Search for Eden•46 Okunen Monogatari: Harukanaru Eden eJP,Almanic,Enix,"December 19, 1992","July 15, 1993",Unreleased,
EarthBound•Mother 2JP,"HAL Laboratory / Ape, Inc.",Nintendo,"August 27, 1994","June 5, 1995",Unreleased,
Earth Defense Force•Super E.D.F.JP,Jaleco,Jaleco,"October 25, 1991","January 1, 1992",1992,
Earth Light [ja],Hudson Soft,Hudson Soft,"July 24, 1992",Unreleased,Unreleased,
Earth Light: Luna Strike [ja],Hudson Soft,Hudson Soft,"July 26, 1996",Unreleased,Unreleased,
Earthworm Jim,Shiny Entertainment,Playmates Interactive,"June 23, 1995","October 2, 1994","December 16, 1994",
Earthworm Jim 2,Shiny Entertainment,Playmates Interactive,Unreleased,"November 15, 1995","January 25, 1996",
Edo no Kiba,Riot,Micro World,"March 12, 1993",Unreleased,Unreleased,
Eek! The Cat,CTA Developments,Ocean Software,Unreleased,"August 1, 1994",Unreleased,
Elfaria,Red Company,Hudson Soft,"January 3, 1993",Unreleased,Unreleased,
Elfaria 2: The Quest of the Meld,Red Company,Hudson Soft,"June 9, 1995",Unreleased,Unreleased,
"Elite Soccer•World Cup StrikerEU, JP",Rage Software / Elite Systems,Coconuts Japan (JP)GameTek (NA)Elite Systems (EU),"June 17, 1994","August 1, 1994","July 15, 1994",
Emerald Dragon,Alfa System,MediaWorks,"July 28, 1995",Unreleased,Unreleased,
EMIT Vol. 1,Koei,Koei,"March 25, 1995",Unreleased,Unreleased,
EMIT Vol. 2,Koei,Koei,"March 25, 1995",Unreleased,Unreleased,
EMIT Vol. 3,Koei,Koei,"March 25, 1995",Unreleased,Unreleased,
Emmitt Smith Football,Bitmasters,JVC Musical Industries,Unreleased,"November 1, 1995",Unreleased,
Energy Breaker,Neverland,Taito,"July 26, 1996",Unreleased,Unreleased,
Equinox•Solstice IIJP,Software Creations,Sony Imagesoft,"November 12, 1993","March 5, 1994","March 25, 1994",
Esparks: Ijikuu Kara no Raihousha,,Tomy,"March 31, 1995",Unreleased,Unreleased,
ESPN Baseball Tonight,Park Place Productions,Sony Imagesoft,Unreleased,"May 1, 1994",November 1994,
ESPN National Hockey Night,Sony Imagesoft,Sony Imagesoft,Unreleased,"December 1, 1994",Unreleased,
ESPN SpeedWorld,Sony Imagesoft,Sony Imagesoft,Unreleased,"November 30, 1994",Unreleased,
ESPN Sunday Night NFL,Absolute Entertainment,Sony Imagesoft,Unreleased,"November 10, 1994",Unreleased,
Eternal Filena,,Tokuma Shoten,"February 25, 1995",Unreleased,Unreleased,
Extra Innings•Hakunetsu Pro Yakyuu: Ganba LeagueJP,Sting Entertainment,Sony Imagesoft,"August 9, 1991","March 20, 1992",Unreleased,
Eye of the Beholder,Capcom,Capcom,"March 18, 1994","April 1, 1994",Unreleased,
F-1 Grand Prix,Video System,Video System,"April 28, 1992",Unreleased,Unreleased,
F-1 Grand Prix Part II,Video System,Video System,"February 26, 1993",Unreleased,Unreleased,
F-1 Grand Prix Part III,Video System,Video System,"April 22, 1994",Unreleased,Unreleased,
F-Zero †,Nintendo,Nintendo,"November 21, 1990","August 23, 1991","April 11, 1992",
F1 Pole Position•Human Grand PrixJP,Human Entertainment,Ubisoft,"November 20, 1992","September 3, 1993",December 1993,
F1 Pole Position 2•Human Grand Prix IIJP,Human Entertainment,Ubisoft,"December 24, 1993",Unreleased,"December 29, 1993",
"F1 ROC: Race of Champions•Exhaust HeatEU, JP",SETA,SETA,"February 21, 1992","September 1, 1992",1992,
F1 ROC II: Race of Champions•Exhaust Heat II: F-1 Driver no KisekiJP,SETA,SETA,"March 5, 1993","July 1, 1994",Unreleased,
F1 World Championship Edition,Domark,Acclaim Entertainment,Unreleased,Unreleased,"January 1, 1995",
Faceball 2000,Xanth Software,Bullet-Proof Software,Unreleased,"September 30, 1992",Unreleased,
Famicom Bunko: Hajimari no Mori,Pax Softonica,Nintendo,"July 1, 1999",Unreleased,Unreleased,
Famicom Tantei Club Part II: Ushiro ni Tatsu Shōjo,Nintendo R&D1,Nintendo,"April 1, 1998",Unreleased,Unreleased,
Family Dog,Imagineering,Malibu Games,Unreleased,"June 23, 1993",1993,
Family Feud,Imagineering,GameTek,Unreleased,"September 13, 1993",Unreleased,
Farland Story: Yottsu no Fuuin,Technical Group Laboratory,Banpresto,"February 24, 1995",Unreleased,Unreleased,
Farland Story 2: Dance of Destruction,Technical Group Laboratory,Banpresto,"December 22, 1995",Unreleased,Unreleased,
Fatal Fury•Garou Densetsu Shukumei no TatakaiJP,"Nova Co., Ltd",Takara,"November 27, 1992","April 1, 1993",1993,
Fatal Fury 2•Garou Densetsu 2 Aratanaru TatakaiJP,"Nova Co., Ltd",Takara,"November 26, 1993","April 1, 1994",1994,
Fatal Fury Special•Garou Densetsu SpecialJP,Takara,Takara,"July 29, 1994","April 1, 1995",1995,
Feda: The Emblem of Justice,Max Entertainment,Yanoman,"October 28, 1994",Unreleased,Unreleased
Fever Pitch Soccer•Head-On SoccerNA,U.S. Gold,U.S. Gold,Unreleased,"September 1, 1995",1995,
FIFA International Soccer,Extended Play Productions,EA Sports,"June 17, 1994","May 1, 1994","June 23, 1994",
FIFA Soccer 96,Extended Play Productions / Probe Entertainment,EA Sports,Unreleased,"July 1, 1995","November 23, 1995",
FIFA 97: Gold Edition,Electronic Arts,EA Sports,Unreleased,"September 6, 1996",1996,
FIFA: Road to World Cup 98,Electronic Arts,EA Sports,Unreleased,Unreleased,"September 3, 1997",
Fighter's History †,Data East,Data East,"May 27, 1994","August 1, 1994",Unreleased,
Fighter's History: Mizoguchi Kiki Ippatsu!!,Data East,Data East,"February 17, 1995",Unreleased,Unreleased,
Final Fantasy II•Final Fantasy IVJP,Square,Square,"July 19, 1991","November 23, 1991",Unreleased,
Final Fantasy III•Final Fantasy VIJP,Square,Square,"April 2, 1994","October 11, 1994",Unreleased,
Final Fantasy V,Square,Square,"December 6, 1992",Unreleased,Unreleased,
Final Fantasy Mystic Quest•Mystic Quest LegendEU•Final Fantasy USA: Mystic QuestJP,Square,Square,"September 10, 1993","October 5, 1992",October 1993,
Final Fight †,Capcom,Capcom,"December 21, 1990","November 10, 1991","December 10, 1992",
Final Fight 2,Capcom,Capcom,"May 22, 1993","August 15, 1993",December 1993,
Final Fight 3•Final Fight ToughJP,Capcom,Capcom,"December 22, 1995","December 21, 1995","March 13, 1996",
Final Fight Guy,Capcom,Capcom,"March 20, 1992","June 1, 1994",Unreleased,
Final Set Tennis,Human Entertainment,Human Entertainment,"August 12, 1994",Unreleased,Unreleased,
Final Stretch,Genki,LOZC G. Amusements,"November 12, 1993",Unreleased,Unreleased,
Fire Emblem: Monshou no Nazo,Intelligent Systems,Nintendo,"January 21, 1994",Unreleased,Unreleased,
Fire Emblem: Seisen no Keifu,Intelligent Systems,Nintendo,"May 14, 1996",Unreleased,Unreleased,
Fire Emblem: Thracia 776,Intelligent Systems,Nintendo,"September 1, 1999",Unreleased,Unreleased,
Fire Pro Joshi: All Star Dream Slam,,Human Entertainment,"July 22, 1994",Unreleased,Unreleased,
The Firemen,Human Entertainment,Human Entertainment,"September 9, 1994",Unreleased,March 1995,
Firestriker•Holy StrikerJP,Axes Art Amuse,DTMC,"December 17, 1993","October 20, 1994",Unreleased,
First Samurai,Kemco,Kemco,"July 2, 1993","July 2, 1993",1993,
First Queen,,Culture Brain,"March 11, 1994",Cancelled,Unreleased,
Fishing Koushien,A-Wave,King Records,"May 31, 1996",Unreleased,Unreleased,
Flashback: The Quest for Identity•FlashbackEU,Delphine Software International,U.S. Gold,"December 22, 1993","February 1, 1994",1994,
The Flintstones,Ocean Software,Ocean Software,Unreleased,"February 1, 1995",April 1995,
The Flintstones: The Treasure of Sierra Madrock,Taito/Sol Corporation,Taito,"August 12, 1994","March 1, 1994","June 23, 1994",
Flying Hero: Bugyuru no Daibouken,Sting Entertainment,SOFEL,"December 18, 1992",Unreleased,Unreleased,
Football Fury•Ultimate FootballJP,American Sammy,American Sammy,"July 24, 1992","October 1, 1993",Unreleased,
Foreman For Real,Software Creations,Acclaim Entertainment,"October 27, 1995","September 1, 1995","September 28, 1995",
Fortune Quest: Dice wo Korogase,Natsume,Zamuse,"April 28, 1994",Unreleased,Unreleased,
Frank Thomas' Big Hurt Baseball,Iguana Entertainment,Acclaim Entertainment,"December 1, 1995","November 1, 1995",1995,
Frantic Flea,Haus Teknikka,GameTek,Unreleased,"April 1, 1996",Unreleased,
Frogger,Morning Star Multimedia,Majesco Entertainment,Unreleased,"October 6, 1998",Unreleased,
From TV Animation Slam Dunk: Dream Team Shueisha Limited,Tose,Bandai,"June 20, 1994",Unreleased,Unreleased,
From TV Animation Slam Dunk: SD Heat Up!!,Tose,Bandai,"October 27, 1995",Unreleased,Unreleased,
From TV Animation Slam Dunk 2: IH Yosen Kanzenhan!!,Tose,Bandai,"February 24, 1995",Unreleased,Unreleased,
From TV Animation Slam Dunk: Yonkyo Taiketsu!!,Tose,Bandai,"March 26, 1994",Unreleased,Unreleased,
Front Mission,G-Craft,Square,"February 23, 1995",Unreleased,Unreleased,
Front Mission Series: Gun Hazard,Omiya Soft,Square,"February 23, 1996",Unreleased,Unreleased,
Full Throttle: All-American Racing•Full PowerJP,Gremlin Interactive,GameTek,"December 16, 1994","January 1, 1995",1994,
Fun 'n Games,Leland Interactive Media,Tradewest,Unreleased,"August 1, 1994","May 25, 1994",
Funaki Masakatsu no Hybrid Wrestler: Tōgi Denshō,,Technōs Japan,"October 21, 1994",Unreleased,Unreleased,
Fune Tarou,,Victor Interactive Software,"August 1, 1997",Unreleased,Unreleased,
Furuta Atsuya no Simulation Pro Yakyuu 2,Hect,Hect,"August 24, 1996",Unreleased,Unreleased,
Fushigi no Dungeon 2: Furai no Shiren,Chun Soft,Chun Soft,"December 1, 1995",Unreleased,Unreleased,
G-O-D: Mezame yoto Yobu Koe ga Kikoe,Infinity,Imagineer,"December 20, 1996",Unreleased,Unreleased,
Gaia Saver,Arc System Works,Banpresto,"January 28, 1994",Unreleased,Unreleased,
Gakkou de atta Kowai Hanashi,Pandora Box,Banpresto,"August 4, 1995",Unreleased,Unreleased,
Galaxy Robo,Copya Systems,Imagineer,"March 11, 1994",Unreleased,Unreleased,
Galaxy Wars,C-Lab,Imagineer,"January 13, 1995",Unreleased,Unreleased,
Gambler Jikochuushinha: Mahjong Kouisen,Bits Laboratory,Palsoft,"September 25, 1992",Unreleased,Unreleased,
Gambler Jikochuushinha 2: Dorapon Quest,Bits Laboratory,Pack-In-Video,"March 18, 1994",Unreleased,Unreleased,
Gambling Hourouki,,VAP,"March 22, 1996",Unreleased,Unreleased,
Game no Tatsujin,Affect,Sunsoft,"August 11, 1995",Unreleased,Unreleased,
Game no Tetsujin: The Shanghai,,Sunsoft,"October 13, 1995",Unreleased,Unreleased,
Gamera: Gyaosu Gekimetsu Sakusen,Axes Art Amuse,Sammy Corporation,"June 30, 1995",Unreleased,Unreleased,
Gan Gan Ganchan,Team Mental Care,Magifact,"October 27, 1995",Unreleased,Unreleased,
Ganbare Daiku no Gensan,Irem,Irem,"December 22, 1993",Cancelled,Unreleased,
Ganbare Goemon 2: Kiteretsu Shougun McGuiness,Konami,Konami,"December 22, 1993",Unreleased,Unreleased,
Ganbare Goemon 3: Shishi Juurokubee no Karakuri Manjigatame,Konami,Konami,"December 16, 1994",Unreleased,Unreleased,
Ganbare Goemon Kirakira Dōchū: Boku ga Dancer ni Natta Wake,Konami,Konami,"December 22, 1995",Unreleased,Unreleased,
Ganpuru: Gunman's Proof,Lenar,ASCII Entertainment,"January 31, 1997",Unreleased,Unreleased,
Ganso Pachi-Slot Nippon'ichi,,Coconuts Japan,"November 25, 1994",Unreleased,Unreleased,
Ganso Pachinko Ou,,Coconuts Japan,"December 22, 1994",Unreleased,Unreleased,
Garry Kitchen's Super Battletank: War in the Gulf•Super BattletankEU,Imagineering,Absolute Entertainment,"April 23, 1993","June 1, 1992","March 18, 1993",
Gdleen,Jorudan,SETA,"May 28, 1991",Cancelled,Unreleased,
Gegege no Kitarou: Fukkatsu! Tenma Daiou,BEC,Bandai,"February 5, 1993",Cancelled,Unreleased,
Gegege no Kitarou: Youkai Donjaara,Tom Create,Bandai,"July 19, 1996",Unreleased,Unreleased,
Gekisou Sentai Carranger: Zenkai! Racer Senshi,Natsume,Bandai,"August 23, 1996",Unreleased,Unreleased,
Gekitotsu Dangan Jidōsha Kessen: Battle Mobile,System Sacom,System Sacom,"June 25, 1993",Unreleased,Unreleased,
Gekitou Burning Pro Wrestling,Ukiyotei,Bullet-Proof Software,"October 6, 1995",Unreleased,Unreleased,
Gemfire•Super Royal BloodJP,Koei,Koei,"October 22, 1992","December 1, 1992",Unreleased,
Genghis Khan II: Clan of the Gray Wolf•Super Aoki Ookami to Shiroki Meshika: Genchou HishiJP,Koei,Koei,"March 25, 1993","December 1, 1993",Unreleased,
Genjuu Ryodan,Crea-Tech,Axela,"June 1, 1998",Unreleased,Unreleased,
Genocide 2,Bits Studios,Kemco,"August 5, 1994",Cancelled,Unreleased,
George Foreman's KO Boxing,Beam Software,Acclaim Entertainment,Unreleased,"September 1, 1992",Unreleased,
Getsumen no Anubis,Access,Imagineer,"December 22, 1995",Unreleased,Unreleased,
Ghost Chaser Densei,Winkysoft,Banpresto,"September 23, 1994",Unreleased,Unreleased,
Ghost Sweeper Mikami: Joreishi ha Nice Body,Natsume,Banalex,"September 23, 1993",Unreleased,Unreleased,
Ghoul Patrol,LucasArts,JVC Musical Industries,"May 26, 1995","November 1, 1994",1994,
Ginga Eiyuu Densetsu: Senjutsu Simulation,Advance Communication Company,Tokuma Shoten,"September 25, 1992",Unreleased,Unreleased,
Ginga Sengoku Gun'yūden Rai,Angel,Angel,"March 8, 1996",Unreleased,Unreleased,
Gintama Oyakata no Jissen Pachinko Hisshouhou,Sammy Corporation,Sammy Corporation,"February 17, 1995",Unreleased,Unreleased,
Gionbana,Nichibutsu,Nichibutsu,"December 16, 1994",Unreleased,Unreleased,
Go Go Ackman,Aspect,Banpresto,"December 23, 1994",Unreleased,Unreleased,
Go Go Ackman 2,Aspect,Banpresto,"July 21, 1995",Unreleased,Unreleased,
Go Go Ackman 3,Aspect,Banpresto,"December 15, 1995",Unreleased,Unreleased,
Go! Go! Dodge League,Now Production/Mebio Software,Pack-In-Video,"September 24, 1993",Unreleased,Unreleased,
Goal!•Super Goal!EU•Super Cup SoccerJP,Tose,Jaleco,"April 24, 1992","December 7, 1992",1992,
Gods,Bitmap Brothers,Mindscape,Unreleased,"December 31, 1992",1992,
Godzilla: Kaijuu Daikessen•Godzilla: Destroy All MonstersNA,Alfa System,Toho,"December 9, 1994",Cancelled,Unreleased,
Gokinjo Boukentai,ITL,Pioneer LDC,"May 24, 1996",Unreleased,Unreleased,
Gokujo Parodius! ～Kako no Eiko o Motomete～,Konami,Konami,"November 25, 1994",Unreleased,Unreleased,
Gon,Tose,Bandai,"November 11, 1994",Unreleased,Unreleased,
Goof Troop•Goofy to Max: Kaizoku Shima no DaiboukenJP,Capcom,Capcom,"July 22, 1994","July 11, 1993","November 25, 1993",
GP-1,Atlus,Atlus,"June 25, 1993","September 29, 1993",1993,
GP-1: Part II•GP-1 Rapid StreamJP,Atlus,Atlus,"November 18, 1994","December 1, 1994",Unreleased,
Gradius III,Konami,Konami,"December 21, 1990","August 23, 1991",Unreleased,
Granhistoria: Genshi Sekaiki,J-Force,Banpresto,"June 30, 1995",Unreleased,Unreleased,
The Great Battle II: Last Fighter Twin,,Banpresto,"March 27, 1992",Unreleased,Unreleased,
The Great Battle III,Sun L,Banpresto,"March 26, 1993",Unreleased,Unreleased,
The Great Battle IV,Sun L,Banpresto,"December 17, 1994",Unreleased,Unreleased,
The Great Battle V,Sun L,Banpresto,"December 22, 1995",Unreleased,Unreleased,
The Great Battle Gaiden 2: Matsuri da Wasshoi,,Banpresto,"January 28, 1994",Unreleased,Unreleased,
The Great Circus Mystery Starring Mickey & Minnie•Mickey to Minnie: Magical Adventure 2JP,Capcom,Capcom,"November 11, 1994","October 16, 1994",April 1995,
The Great Waldo Search,Radiance Software,THQ,Unreleased,"June 1, 1993",Unreleased,
GT Racing,Imagineer,Imagineer,"March 29, 1996",Unreleased,Unreleased,
GunForce,Bits Studios,Irem,"November 11, 1992","November 27, 1992",Unreleased,
Gurume Sentai Barayarō,Winds,Virgin Interactive,"September 29, 1995",Unreleased,Unreleased,
Habu Meijin no Omoshiro Shougi,Access,Tomy,"March 31, 1995",Unreleased,Unreleased,
Hagane: The Final Conflict•HAGANEJP,Red Company,Hudson Soft,"November 18, 1994","June 1, 1995",1995,
Haisei Mahjong Ryouga,,ASCII,"April 28, 1995",Unreleased,Unreleased,
Hakunetsu Pro Yakyuu '93: Ganba League,Sting Entertainment,Epic/Sony Records,"December 11, 1992",Unreleased,Unreleased,
Hakunetsu Pro Yakyuu '94: Ganba League 3,,Epic/Sony Records,"December 10, 1993",Unreleased,Unreleased,
Hal's Hole in One Golf•Jumbo Ozaki no Hole In OneJP,HAL Laboratory,HAL Laboratory,"February 23, 1991","September 15, 1991","October 22, 1992",
Hamelin no Violin Tamaki,Daft,Enix,"September 28, 1995",Unreleased,Unreleased,
HammerLock Wrestling•Tenryuu Genichiro no Pro Wrestling RevolutionJP,Jaleco,Jaleco,"September 30, 1994","October 1, 1994",Unreleased,
Hana no Keiji: Kumo no Kanata ni,Tose,Yojigen,"November 18, 1994",Unreleased,Unreleased,
Hanafuda,,Imagineer,"September 22, 1994",Unreleased,Unreleased,
Hanafuda Ou,Electronics Application,Coconuts Japan,"December 16, 1994",Unreleased,Unreleased,
"Hanjuku Hero: Aa, Sekaiyo Hanjukunare...!",Square,Square,"December 12, 1992",Unreleased,Unreleased,
Hanna Barbera's Turbo Toons,Empire Interactive,Entertainment International UK,Unreleased,Cancelled,"October 1, 1994",
Haō Taikei Ryū Knight,Japan Art Media,Bandai,"December 22, 1994",Unreleased,Unreleased,
Hardball III,Accolade,Accolade,Unreleased,"June 1, 1994",Unreleased,
Harley's Humongous Adventure•Kagakusha Harley no Haran BanjouJP,Visual Concepts,Altron (JP)Hi Tech Expressions (NA/EU),"October 28, 1994","February 1, 1993",1993,
Harukanaru Augusta,T&E Soft,T&E Soft,"April 5, 1991",Unreleased,Unreleased,
Harukanaru Augusta 2: Masters,T&E Soft,T&E Soft,"September 22, 1993",Unreleased,Unreleased,
Harukanaru Augusta 3: Masters New,T&E Soft,T&E Soft,"December 8, 1995",Unreleased,Unreleased,
Harvest Moon•Bokujou MonogatariJP,Pack-In-Video,Pack-In-Video (JP)Natsume (NA)Nintendo (EU),"August 9, 1996","June 25, 1997","January 29, 1998",
Hashire Hebereke,Sunsoft,Sunsoft,"December 22, 1994",Unreleased,Unreleased,
Hat Trick Hero 2,Neverland,Taito,"July 29, 1994",Cancelled,Unreleased,
Hatayama Hatch no Pro Yakyuu News! Jitsumei Han,Agenda,Epoch Co.,"October 29, 1993",Unreleased,Unreleased,
Hayashi Kaihou Kudan no Igo Oodou,,ASK,"March 22, 1996",Unreleased,Unreleased,
Hayazashi Nidan Morita Shogi,Random House,SETA,"June 18, 1993",Unreleased,Unreleased,
Hayazashi Nidan Morita Shogi 2,Random House,SETA,"May 26, 1995",Unreleased,Unreleased,
Hebereke no Oishii Puzzle: ha Irimasen ka,,Sunsoft,"August 31, 1994",Unreleased,Unreleased,
Hebereke's Popoitto•Popoitto HeberekeJP,Sunsoft,Sunsoft,"July 28, 1995",Unreleased,"September 30, 1995",
Hebereke's Popoon,Sunsoft,Sunsoft,"December 22, 1993",Unreleased,"February 22, 1994",
Heian Fuuunden,Natsume,KSS,"September 29, 1995",Unreleased,Unreleased,
Heisei Gunjin Shougi,,Carrozzeria,"January 26, 1996",Unreleased,Unreleased,
Heisei Inu Monogatari Bow: Pop'n Smash!!,,Takara,"April 28, 1994",Unreleased,Unreleased,
Heisei Shin Oni Ga Shima (Part 1),,Nintendo,"May 23, 1998",Unreleased,Unreleased,
Heisei Shin Oni Ga Shima (Part 2),,Nintendo,"May 23, 1998",Unreleased,Unreleased,
Heiwa Pachinko World,Office Koukan,Shouei,"February 24, 1995",Unreleased,Unreleased,
Heiwa Pachinko World 2,,Shouei,"September 29, 1995",Unreleased,Unreleased,
Heiwa Pachinko World 3,,Shouei,"April 26, 1996",Unreleased,Unreleased,
Heiwa Parlor! Mini 8: Pachinko Jikki Simulation Game,,Nippon Telenet,"January 30, 1998",Unreleased,Unreleased,
Hercules no Eikou III,Data East,Data East,"April 24, 1992",Unreleased,Unreleased,
Hercules no Eikou IV,Data East,Data East,"October 21, 1994",Unreleased,Unreleased,
Hero Senki: Project Olympus,Winkysoft,Banpresto,"November 20, 1992",Unreleased,Unreleased,
