Eyeshield 21: Portable Edition,Unreleased,Unreleased,"March 2, 2006",Unreleased,WinkySoft,Konami
F1 2009,"November 16, 2009","November 20, 2009",Unreleased,Unreleased,Sumo Digital,Codemasters
F1 Grand Prix,Unreleased,"September 1, 2005","September 22, 2005",Unreleased,Studio Liverpool,SCEE / SCEI
Fading Shadows,"July 3, 2008","March 7, 2008",Unreleased,Unreleased,Ivolgamus,Agetec
FairlyLife: MiracleDays,Unreleased,Unreleased,"February 25, 2010",Unreleased,Piacci,Piacci
Fairy Tail: Portable Guild,Unreleased,Unreleased,"June 3, 2010",Unreleased,Konami,Konami
Fairy Tail: Portable Guild 2,Unreleased,Unreleased,"March 10, 2011",Unreleased,Konami,Konami
Fairy Tail: Zeref Awakens,Unreleased,Unreleased,"March 22, 2012",Unreleased,Konami,Konami
Family Guy Video Game!,"October 17, 2006","December 1, 2006",Unreleased,Unreleased,High Voltage Software,2K Games
"The Fast and the Furious, 2006","April 24, 2007","October 26, 2007",Unreleased,March 2008,Eutechnyx,Namco Bandai Games
Fate/Extra,"November 21, 2011","May 4, 2012","July 22, 2010",Unreleased,Image Epoch,Marvelous Entertainment / Aksys Games
Fate/Extra CCC,Unreleased,Unreleased,"March 28, 2013",Unreleased,Image Epoch,Marvelous AQL
Fat Princess: Fistful of Cake,"May 4, 2010","March 12, 2010",Unreleased,"March 11, 2010",SuperVillain Studios,Sony Computer Entertainment
Fate/Tiger Colosseum,Unreleased,Unreleased,"September 13, 2007",Unreleased,Cavia Inc.,Capcom
Fate/Tiger Colosseum Upper,Unreleased,Unreleased,"August 28, 2008",Unreleased,Cavia Inc.,Capcom
Fate/Unlimited Codes,"September 3, 2009",Unreleased,"June 18, 2009",Unreleased,Eighting,Capcom
Field Commander,"May 23, 2006","July 28, 2006",Unreleased,"July 22, 2006",Sony Online Entertainment,Sony Online Entertainment
FIFA 06,"October 11, 2005","October 21, 2005",Unreleased,"December 22, 2005",EA Canada,EA Sports
FIFA 07,"October 17, 2006","September 29, 2006","September 25, 2006","January 18, 2007",EA Canada,EA Sports
FIFA 08,"October 8, 2007","September 28, 2007",Unreleased,"September 27, 2007",EA Canada,EA Sports
FIFA 09,"October 13, 2008","October 3, 2008",Unreleased,"December 8, 2008",EA Canada,EA Sports
FIFA 10,"October 20, 2009","October 2, 2009",Unreleased,"October 22, 2009",EA Canada,EA Sports
FIFA 11,"September 28, 2010","September 30, 2010","September 30, 2010","September 30, 2010",EA Canada,EA Sports
FIFA 12,"September 27, 2011","September 30, 2011","October 22, 2011","September 29, 2011",EA Canada,EA Sports
FIFA 13,"September 25, 2012","September 28, 2012","October 18, 2012","September 27, 2012",EA Sports,EA Sports
FIFA 14,Unreleased,Unreleased,"October 17, 2013","September 26, 2013",EA Sports,EA Sports
FIFA Soccer,"April 25, 2005",Unreleased,Unreleased,Unreleased,EA Canada,EA Sports
FIFA Street 2,"February 28, 2006","March 3, 2006","March 3, 2006",Unreleased,EA Canada,EA Sports BIG
Final Armada,Unreleased,"August 17, 2007",Unreleased,Unreleased,I-Imagine,Virgin Play
Fight Ippatsu! Juden-Chan!! CC,Unreleased,Unreleased,"May 27, 2010",Unreleased,Russel,Russel
Final Armada,Unreleased,"August 17, 2007",Unreleased,Unreleased,I-Imagine,Virgin Play
Final Approach 2: 1st Priority Portable,Unreleased,Unreleased,"April 30, 2009",Unreleased,Princess Soft,Princess Soft
Final Fantasy,"June 26, 2007","February 8, 2008",Unreleased,"April 19, 2007",Square Enix,Square Enix
Final Fantasy II,"July 24, 2007","February 8, 2008","June 7, 2007","February 28, 2008",Square Enix,Square Enix
Final Fantasy III,"September 25, 2012",Unreleased,"September 20, 2012",Unreleased,Square Enix,Square Enix
Final Fantasy IV: The Complete Collection,"April 19, 2011","April 21, 2011","March 24, 2011",Unreleased,Square Enix,Square Enix
Final Fantasy Tactics: The War of the Lions,"October 9, 2007","October 5, 2007","May 10, 2007","October 8, 2007",Square Enix,Square Enix
Final Fantasy Type-0,Unreleased,Unreleased,"October 27, 2011",Unreleased,Square Enix,Square Enix
Finder Love: Hara Fumina - Futari no Futari de...,Unreleased,Unreleased,"June 29, 2006",Unreleased,Capcom,Capcom
Finder Love: Hoshino Aki - Nangoku Trouble Rendezvous,Unreleased,Unreleased,"June 29, 2006",Unreleased,Capcom,Capcom
Finder Love: Kudou Risa - First Shoot wa Kimi to,Unreleased,Unreleased,"June 29, 2006",Unreleased,Capcom,Capcom
Fired Up,Unreleased,"September 1, 2005",Unreleased,Unreleased,London Studio,SCEE
Flash Motor Karen,Unreleased,Unreleased,"February 18, 2010",Unreleased,Hopemoon,Hopemoon
FlatOut: Head On,"April 4, 2008","March 14, 2008",Unreleased,Unreleased,Six By Nine,Empire Interactive
flOw,"March 6, 2008","April 24, 2008","April 24, 2008","April 24, 2008",SuperVillain Studios,SCEA
Flowars,Unreleased,Unreleased,"December 30, 2005",Unreleased,MBO,MBO
Flowers,Unreleased,Unreleased,"October 9, 2014",Unreleased,Prototype,Prototype
Flowers: Natsu-Hen,Unreleased,Unreleased,"October 22, 2015",Unreleased,Prototype,Prototype
Football Manager Handheld,Unreleased,Unreleased,"April 13, 2006",Unreleased,Sports Interactive,Sega
Football Manager Handheld 2007,Unreleased,"December 1, 2006",Unreleased,Unreleased,Sports Interactive,Sega
Football Manager Handheld 2008,Unreleased,"November 30, 2007",Unreleased,"November 29, 2007",Sports Interactive,Sega
Football Manager Handheld 2009,Unreleased,"November 14, 2008",Unreleased,"November 13, 2008",Sports Interactive,Sega
Football Manager Handheld 2010,Unreleased,"October 30, 2009",Unreleased,"October 22, 2009",Sports Interactive,Sega
Football Manager Handheld 2011,Unreleased,"November 26, 2010",Unreleased,"November 26, 2010",Sports Interactive,Sega
Football Manager Handheld 2012,Unreleased,"October 28, 2011",Unreleased,"November 9, 2011",Sports Interactive,Sega Europe
Football Manager Handheld 2013,Unreleased,"November 30, 2012",Unreleased,Unreleased,Sports Interactive,Sega Europe
For Symphony: With All One's Heart Portable,Unreleased,Unreleased,"July 26, 2007",Unreleased,Takuyo,Takuyo
Ford Bold Moves Street Racing,"October 17, 2006","November 10, 2006",Unreleased,"March 29, 2007",Razorworks,Eidos / Xplosiv
Ford Racing: Off RoadOff Road,"September 23, 2008","March 20, 2008",Unreleased,Unreleased,Razorworks,Empire Interactive
Formula One 06,Unreleased,"July 28, 2006","December 28, 2006",Unreleased,Studio Liverpool,SCEE / SCEI
Frantix,"September 19, 2005","December 2, 2005","February 23, 2006",Unreleased,Killer Game,Sony Platform Publishing / SOE / Ubisoft
Freak Out: Extreme Freeride,Unreleased,"October 26, 2007",Unreleased,May 2007,ColdWood Interactive,JoWooD Productions
Free Running,Unreleased,"April 20, 2007","April 5, 2007",Unreleased,Core Design,Eidos Interactive
Frogger: Helmet Chaos,"September 29, 2005","February 17, 2006",Unreleased,Unreleased,Konami,Konami
From Russia With Love,"April 3, 2006","April 13, 2006","May 11, 2006",Unreleased,Rebellion Developments,Electronic Arts
Frontier Gate,Unreleased,Unreleased,"December 22, 2011",Unreleased,tri-Ace,Konami
Frontier Gate Boost+,Unreleased,Unreleased,"March 14, 2013",Unreleased,tri-Ace,Konami
Fukufuku no Shima,Unreleased,Unreleased,"November 10, 2005",Unreleased,MuuMuu,SCEE / SCEI
Full Auto 2: Battlelines,"March 20, 2007","March 30, 2007",Unreleased,"March 29, 2007",Deep Fried Entertainment,Sega
Fushigi no Dungeon: Fuurai no Shiren 3 Portable,Unreleased,Unreleased,"January 28, 2010",Unreleased,Spike,Spike
Fushigi no Dungeon: Fuurai no Shiren 4 Plus - Kami no Hitomi to Akuma no Heso,Unreleased,Unreleased,"October 18, 2012",Unreleased,Spike Chunsoft,Spike Chunsoft
Fushigi no Kuni no Bouken Sakaba Portable,Unreleased,Unreleased,"July 12, 2011",Unreleased,"RideonJapan, Inc.","RideonJapan, Inc."
Fushigi Yuugi: Genbu Kaiden Gaiden - Kagami no Miko,Unreleased,Unreleased,"September 28, 2006",Unreleased,Spike,Spike
Fuuun Shinsengumi Bakumatsuden Portable,Unreleased,Unreleased,"December 10, 2009",Unreleased,FromSoftware,FromSoftware
G-Force,"July 21, 2009","July 31, 2009",Unreleased,Unreleased,Eurocom,Disney Interactive Studios
G.I. Joe: The Rise of Cobra,"August 4, 2009","August 14, 2009",Unreleased,Unreleased,Electronic Arts,Electronic Arts
GA - Geijutsuka Art Design Class: Slapstick Wonder Land,Unreleased,Unreleased,"July 29, 2010",Unreleased,Russel,Russel
GachiTora! Abarenbou Kyoushi in High School,Unreleased,Unreleased,"April 21, 2011",Unreleased,Spike,Spike
Gaku * Ou: The Royal Seven Stars + Meteor,Unreleased,Unreleased,"March 28, 2013",Unreleased,Alchemist,Alchemist
Gakuen Heaven 2: Double Scramble,Unreleased,Unreleased,"April 23, 2015",Unreleased,Prototype,Prototype
Gakuen Heaven: Boy's Love Scramble!,Unreleased,Unreleased,"November 26, 2009",Unreleased,Prototype,Prototype
Gakuen Heaven: Okawari! Boy's Love Attack,Unreleased,Unreleased,"February 10, 2011",Unreleased,Prototype,Prototype
Gakuen Hetalia Portable,Unreleased,Unreleased,"March 24, 2011",Unreleased,Otomate,Idea Factory
Gakuen K: Wonderful School Days,Unreleased,Unreleased,"October 30, 2014",Unreleased,Otomate,Idea Factory
Gallery Fake,Unreleased,Unreleased,"September 29, 2005",Unreleased,Bandai,Bandai
"Game demo, Papa no lukoto o Kikinasai!",Unreleased,Unreleased,"April 26, 2012",Unreleased,Bandai Namco Games,Bandai Namco Games
Gangs of London,"October 3, 2006","September 1, 2006",Unreleased,"September 7, 2006",Team Soho,SCEE / SCEA
Garnet Cradle Portable: Kagi no Himiko,Unreleased,Unreleased,"April 7, 2011",Unreleased,Otomate,Idea Factory
Gekiatsu!! Pachi Game Tamashi Vol.1: CR Evangelion - Shinjitsu no Tsubasa,Unreleased,Unreleased,"June 9, 2011",Unreleased,Fields,Fields
Gekka Ryouran Romance,Unreleased,Unreleased,"September 15, 2011",Unreleased,Idea Factory,Idea Factory
Gendai Daisenryaku: Isshoku Sokuhatsu - Gunji Balance Houkai,Unreleased,Unreleased,"August 27, 2009",Unreleased,SystemSoft,SystemSoft
Generation of ChaosNew Demon World: GOCIV Another Side,"February 28, 2006","September 14, 2007","March 31, 2005","September 27, 2007",Idea Factory,Nippon Ichi Software
Generation of Chaos: Pandora's ReflectionGeneration of Chaos 6,"February 19, 2013","February 20, 2013","June 28, 2012",Unreleased,Super Sting,Idea Factory / Nippon Ichi Software
Genroh,Unreleased,Unreleased,"August 30, 2012",Unreleased,Idea Factory,Idea Factory
Gensō Suikoden I & II,Unreleased,Unreleased,"February 23, 2006",Unreleased,Konami,Konami
Gensō Suikoden: Tsumugareshi Hyakunen no Toki,Unreleased,Unreleased,"February 9, 2012",Unreleased,Konami,Konami
Geronimo Stilton in the Kingdom of Fantasy,"July 16, 2013","November 4, 2011","November 3, 2011",Unreleased,Virtual Toys,SCEE
Geronimo Stilton: Return to the Kingdom of Fantasy,"July 16, 2013","October 31, 2012",Unreleased,Unreleased,Virtual Toys,SCEE
Geten no Hana,Unreleased,Unreleased,"March 28, 2013",Unreleased,Koei Tecmo Games,Koei Tecmo Games
Geten no Hana: Yume Akari,Unreleased,Unreleased,"February 27, 2014",Unreleased,Koei Tecmo Games,Koei Tecmo Games
Getsuei no Kusari: Kouran Moratorium,Unreleased,Unreleased,"December 19, 2013",Unreleased,Takuyo,Takuyo
Getsuei no Kusari: Sakuran Paranoia,Unreleased,Unreleased,"April 18, 2013",Unreleased,Takuyo,Takuyo
Ghost in the Shell: Stand Alone Complex,"October 26, 2005","October 21, 2005","September 15, 2005",Unreleased,G-artists,SCEI / Atari / Bandai
Ghost Rider,"February 13, 2007","February 23, 2007",Unreleased,"February 16, 2007",Climax Group,2K Games
Ghostbusters: The Video Game,"October 30, 2009","November 6, 2009",Unreleased,"November 12, 2009",Terminal Reality,Atari
Gift: Prism,Unreleased,Unreleased,"February 2, 2012",Unreleased,Moonstone,CyberFront
Ginga Ojousama Densetsu Collection,Unreleased,Unreleased,"July 31, 2008",Unreleased,Hudson Soft,Hudson Soft
Ginsei Igo Portable,Unreleased,Unreleased,"May 20, 2010",Unreleased,SilverStar,SilverStar
Ginsei Shogi Portable,Unreleased,Unreleased,"February 18, 2010",Unreleased,SilverStar,SilverStar
Ginsei Shogi Portable: Fuuun Ryuuko Raiden,Unreleased,Unreleased,"August 4, 2011",Unreleased,SilverStar,SilverStar
Ginsei Tsume Shogi Portable,Unreleased,Unreleased,"July 6, 2011",Unreleased,SilverStar,SilverStar
Gintama no Sugoroku,Unreleased,Unreleased,"January 24, 2013",Unreleased,Namco Bandai Games,Namco Bandai Games
Gitaroo Man Lives!,"November 14, 2006","September 29, 2006","June 8, 2006",Unreleased,iNiS,Koei
Gladiator Begins,"September 13, 2010","May 27, 2011","January 14, 2010",Unreleased,Goshow,Aksys Games
Glass Heart Princess,Unreleased,Unreleased,"December 20, 2012",Unreleased,Otomate,Idea Factory
Glass Heart Princess Platinum,Unreleased,Unreleased,"November 7, 2013",Unreleased,Otomate,Idea Factory
Glorace: Phantastic Carnival,Unreleased,Unreleased,"May 2, 2005",Unreleased,SCEA,SCEA
Gloria Union: Twin Fates in Blue Ocean,Unreleased,Unreleased,"June 23, 2011",Unreleased,Sting Entertainment,Atlus
Go! Sudoku,"March 21, 2006","December 2, 2005","April 27, 2006",Unreleased,Sumo Digital,Ubisoft
Go! Puzzle,"November 20, 2007","November 20, 2007",Unreleased,"February 7, 2008",Zoonami Ltd.,SCEA
God Eater,Unreleased,Unreleased,"February 4, 2010",Unreleased,Shift/ Namco Bandai,Bandai Namco Games
God Eater 2,Unreleased,Unreleased,"November 14, 2013",Unreleased,Shift/ Namco Bandai,Bandai Namco Games
Gods Eater Burst,"March 15, 2011","March 18, 2011","October 28, 2010",Unreleased,Shift/ Namco Bandai,D3 Publisher
Goku Makai-Mura Kai,Unreleased,Unreleased,"August 2, 2007",Unreleased,TOSE,Capcom
God of War: Chains of Olympus,"March 4, 2008","March 28, 2008","March 27, 2008","July 10, 2008",Ready at Dawn,SCEA / SCEE / SCEI
God of War: Ghost of Sparta,"November 2, 2010","November 3, 2010","November 11, 2010","November 4, 2010",Ready at Dawn,SCEA / SCEE / SCEI
The Godfather: Mob Wars,"September 19, 2006","September 22, 2006",Unreleased,"September 21, 2006",Page 44 Studios,Electronic Arts
The Golden Compass,"December 4, 2007","December 14, 2007",Unreleased,"December 20, 2007",Shiny Entertainment,Sega
Gradius Collection,"June 6, 2006","September 15, 2006","February 9, 2006","October 6, 2006",Konami,Konami
Gran Turismo,"October 1, 2009","October 1, 2009","October 1, 2009","October 1, 2009",Polyphony Digital,SCEA / SCEE / SCEI
Grand Knights History,Unreleased,Unreleased,"September 11, 2011",Unreleased,Vanillaware,Marvelous Entertainment
Grand Theft Auto: Chinatown Wars,"October 20, 2009","October 23, 2009","March 11, 2010","October 28, 2009",Rockstar Leeds / Rockstar North,Rockstar Games
Grand Theft Auto: Liberty City Stories,"October 24, 2005","October 28, 2005","July 26, 2007","December 2, 2005",Rockstar North,Rockstar Games / Capcom
Grand Theft Auto: Vice City Stories,"October 31, 2006","November 3, 2006","December 6, 2007","November 10, 2006",Rockstar Leeds / Rockstar North,Rockstar Games / Capcom
Gravity Crash,"July 20, 2010","July 21, 2010","August 26, 2010","July 21, 2010",Zoonami Ltd.,SCEA
Great Battle Fullblast,Unreleased,Unreleased,"March 1, 2012",Unreleased,Inti-Creates,Namco Bandai Games
Gretzky NHL,"March 24, 2005",Unreleased,Unreleased,Unreleased,989 Studios,SCEA
Gretzky NHL 2006,"October 4, 2005",Unreleased,Unreleased,Unreleased,989 Studios,SCEA
Grim the Bounty Hunter,Unreleased,Unreleased,"July 26, 2012",Unreleased,Quinrose,Quinrose
GripShift,"September 12, 2005","November 18, 2005","February 23, 2006",Unreleased,Sidhe Interactive,Sony Platform Publishing
Grisara no Kajitsu: Le Fruit de la Grisara,Unreleased,Unreleased,"February 21, 2013",Unreleased,Prototype,Prototype
Grisara no Meikyuu: Le Labyrinthe de la Grisara,Unreleased,Unreleased,"October 30, 2014",Unreleased,Prototype,Prototype
Grisara no Rakuen: Le Eden de la Grisara,Unreleased,Unreleased,"December 11, 2014",Unreleased,Prototype,Prototype
Groovin' Blocks,"July 12, 2010",Unreleased,Unreleased,Unreleased,Zoonami Ltd.,SCEA
Growlanser,Unreleased,Unreleased,"May 14, 2009",Unreleased,Career Soft,Atlus
Growlanser IV: Wayfarer of Time,"July 31, 2012",Unreleased,"June 18, 2011",Unreleased,Career Soft,Atlus
GTI Club Supermini Festa!,"April 22, 2010[4]",Unreleased,"February 25, 2010",Unreleased,Konami,Konami
Guilty Gear Judgement,"September 5, 2006","August 3, 2007","August 24, 2006","August 23, 2007",Arc System Works,Arc System Works / Majesco Entertainment
Guilty Gear XX#Reload,Unreleased,Unreleased,"September 29, 2005",Unreleased,Arc System Works,Arc System Works / Aksys Games
Guilty Gear XX Accent Core Plus,"April 7, 2009","May 20, 2011","July 24, 2008",Unreleased,Arc System Works,Arc System Works / Aksys Games
Gundam Assault Survive,Unreleased,Unreleased,"March 18, 2010",Unreleased,Bec,Bandai Namco Games
Gundam Battle Chronicle,Unreleased,Unreleased,"October 4, 2007",Unreleased,Artdink,Bandai Namco Games
Gundam Battle Royale,Unreleased,Unreleased,"October 5, 2006",Unreleased,Artdink,Bandai Namco Games
Gundam Battle Tactics,Unreleased,Unreleased,"September 22, 2005",Unreleased,Artdink,Bandai Namco Games
Gundam Battle Universe,Unreleased,Unreleased,"July 17, 2008",Unreleased,Bandai Namco Games,Bandai Namco Games
Gundam Memories Tatakai no Kioku,Unreleased,Unreleased,"June 23, 2011",Unreleased,Bandai Namco Games,Bandai Namco Games
Gundam Seed: Rengou vs. Z.A.F.T. Portable,Unreleased,Unreleased,"April 5, 2007",Unreleased,Capcom,Capcom
Gun Showdown,"October 10, 2006","November 13, 2006",Unreleased,"November 15, 2006",Neversoft,Activision
Gungnir,"June 12, 2012",Unreleased,"June 12, 2012",Unreleased,Sting Entertainment,Atlus
Gunpey,"November 17, 2006","March 30, 2007","January 11, 2007","April 13, 2007",Q Entertainment,Namco Bandai Games / Atari
Gurumin: A Monstrous Adventure,"February 12, 2007",Unreleased,"June 29, 2006",Unreleased,Nihon Falcom,Falcom / Mastiff / 505 Games
Hagane no Renkinjutsushi: Fullmetal Alchemist - Yakusoku no Hi e,Unreleased,Unreleased,"May 20, 2010",Unreleased,Crafts & Meister,Bandai Namco Games
Hagane no Renkinjutsushi: Senaka o Takuseshimono,Unreleased,Unreleased,"July 1, 2010",Unreleased,Crafts & Meister,Bandai Namco Games
Hajime no Ippo Portable: Victorious Spirits,Unreleased,Unreleased,"December 20, 2007",Unreleased,ESP Software,Grandprix Inc.
Hakuisei Renai Shoukougun,Unreleased,Unreleased,"September 29, 2011",Unreleased,Kogado Studio,CyberFront
Hakuisei Renai Shoukougun: RE:Therapy,Unreleased,Unreleased,"June 28, 2012",Unreleased,CyberFront,CyberFront
Hakuoki: Warriors of the Shinsengumi,Unreleased,Unreleased,"February 19, 2013",Unreleased,Zerodiv,Idea Factory
Hakuoki: Demon of the Fleeting Blossom,"February 14, 2012",Unreleased,"August 27, 2009",Unreleased,Idea Factory,Idea Factory / Aksys Games
Hakuoki: Reimeiroku Portable,Unreleased,Unreleased,"July 28, 2011",Unreleased,Idea Factory,Idea Factory
Hakuoki: Yugiroku,Unreleased,Unreleased,"May 13, 2010",Unreleased,Idea Factory,Idea Factory
Hakuoki: Yugiroku Ni - Matsuri Hayashi to Taishitachi,Unreleased,Unreleased,"October 18, 2012",Unreleased,Idea Factory,Idea Factory
Hakuoki: Zuisoroku Portable,Unreleased,Unreleased,"August 26, 2010",Unreleased,Idea Factory,Idea Factory
Half-Minute Hero,"October 13, 2009","February 19, 2010","May 28, 2009","April 8, 2010",Marvelous Entertainment,Marvelous Entertainment / Xseed Games
Hammerin' Hero,"April 7, 2009","March 26, 2010",Unreleased,"May 15, 2008",Irem,Atlus
Hana to Otome ni Shukufuku o: Harukaze no Okurimono Portable,Unreleased,Unreleased,"October 27, 2011",Unreleased,Boost On,Boost On
Hanakisou,Unreleased,Unreleased,"August 12, 2010",Unreleased,Prototype,Prototype
Hanaoni: Koisomeru Meru - Eikyuu no Shirushi,Unreleased,Unreleased,"March 17, 2011",Unreleased,Otomate,Idea Factory
Hanaoni: Yume no Tsudzuki,Unreleased,Unreleased,"March 22, 2012",Unreleased,Otomate,Idea Factory
Hanasaku Manimani,Unreleased,Unreleased,"November 21, 2013",Unreleased,5pb,5pb
"Hanayaka Nari, Waga Ichizoku",Unreleased,Unreleased,"July 1, 2010",Unreleased,Vingt-et-un Systems,Idea Factory
"Hanayaka Nari, Waga Ichizoku: Kinema Mosaic",Unreleased,Unreleased,"December 8, 2011",Unreleased,Vingt-et-un Systems,Idea Factory
"Hanayaka Nari, Waga Ichizoku: Tasogare Polarstar",Unreleased,Unreleased,"July 11, 2013",Unreleased,Otomate,Idea Factory
Hannah Montana: Rock Out the Show,"August 4, 2009","October 23, 2009",Unreleased,"November 12, 2009",Page 44 Studios,Disney Interactive Studios
Hannspree Ten Kate Honda: SBK Superbike World Championship,"March 18, 2008","June 29, 2007",Unreleased,Unreleased,Milestone srl,Valcon Games
Harakuju Tantei Gakuen: Steel Wood,Unreleased,Unreleased,"April 22, 2010",Unreleased,Idea Factory,Idea Factory
Hard Rock Casino,"April 24, 2007","February 29, 2008",Unreleased,"January 24, 2008",FarSight Studios,Crave Entertainment
Harry Potter and the Goblet of Fire,"November 15, 2005","November 18, 2005",Unreleased,Unreleased,Electronic Arts,Electronic Arts
Harry Potter and the Half-Blood Prince,"June 30, 2009","July 3, 2009",Unreleased,"July 2, 2009",EA Bright Light,Electronic Arts
Harry Potter and the Order of the Phoenix,"June 25, 2007","June 29, 2007",Unreleased,"June 28, 2007",Electronic Arts,Electronic Arts
Harukanaru Toki no Naka de 2,Unreleased,Unreleased,"June 30, 2005",Unreleased,Marvelous Entertainment,Natsume
Harukanaru Toki no Naka de 3 - with Izayoiki Aizouban,Unreleased,Unreleased,"March 19, 2009",Unreleased,Koei,Koei
Harukanaru Toki no Naka de 3 - Unmei no Labyrinth Aizouban,Unreleased,Unreleased,"October 22, 2009",Unreleased,Koei,Koei
Harukanaru Toki no Naka de 4: Aizouban,Unreleased,Unreleased,"December 22, 2010",Unreleased,Koei Tecmo Games,Koei Tecmo Games
Harukanaru Toki no Naka de 5,Unreleased,Unreleased,"February 24, 2011",Unreleased,Koei Tecmo Games,Koei Tecmo Games
Harukanaru Toki no Naka de 5: Kazahanaki,Unreleased,Unreleased,"February 24, 2011",Unreleased,Koei Tecmo Games,Koei Tecmo Games
Harukanaru Toki no Naka de 6,Unreleased,Unreleased,"March 12, 2015",Unreleased,Koei Tecmo Games,Koei Tecmo Games
Harukanaru Toki no Naka de: Hachiyoushou,Unreleased,Unreleased,"February 14, 2013",Unreleased,Koei Tecmo Games,Koei Tecmo Games
Harukanaru Toki no Naka de: Iroetebako,Unreleased,Unreleased,"March 12, 2015",Unreleased,Koei Tecmo Games,Koei Tecmo Games
Harvest Moon: Boy & Girl,"July 31, 2007",Unreleased,"November 23, 2005",Unreleased,Marvelous Entertainment,Natsume
Harvest Moon: Hero of Leaf Valley,"April 26, 2010",Unreleased,"March 19, 2009",Unreleased,Marvelous Entertainment,Natsume
Harvey Birdman: Attorney at Law,"January 8, 2008",Unreleased,Unreleased,Unreleased,High Voltage Software,Capcom
HatsuKare * Renai Debut Sengen!,Unreleased,Unreleased,Unreleased,"April 4, 2013",FuRyu,FuRyu
Hatsune Miku: Project DIVA,Unreleased,Unreleased,"July 2, 2009",Unreleased,Sega,Sega
Hatsune Miku: Project DIVA 2nd,Unreleased,Unreleased,"July 29, 2010",Unreleased,Dingo Inc.,Sega
Hatsune Miku: Project DIVA Extend,Unreleased,Unreleased,"November 10, 2011",Unreleased,Sega,Sega
"Hatsune Miku: Project Diva - Tsuka Gakkyokushuu Deluxe Pack 1 - Miku ta, Okawari",Unreleased,Unreleased,"March 25, 2010",Unreleased,Sega,Sega
"Hatsune Miku: Project Diva - Tsuka Gakkyokushuu Deluxe Pack 2 - Motto Okawari, Rin-Ren Ruka",Unreleased,Unreleased,"July 1, 2010",Unreleased,Sega,Sega
Hayarigami 2 Portable: Keishichou Kaii Jiken File,Unreleased,Unreleased,"August 7, 2008",Unreleased,Nippon Ichi Software,Nippon Ichi Software
Hayarigami 3: Keishichou Kaii Jiken File,Unreleased,Unreleased,"August 6, 2009",Unreleased,Nippon Ichi Software,Nippon Ichi Software
Hayarigami Portable: Keishichou Kaii Jiken File,Unreleased,Unreleased,"December 15, 2005",Unreleased,Nippon Ichi Software,Nippon Ichi Software
Hayate no Gotoku! Nightmare Paradise,Unreleased,Unreleased,"March 26, 2009",Unreleased,HuneX,Konami
Heart no Kuni no Alice: Anniversary Ver.:Wonderful Wonder World,Unreleased,Unreleased,"July 28, 2011",Unreleased,Quinrose,Quinrose
Heart no Kuni no Alice: Wonderful Wonder World,Unreleased,Unreleased,"July 30, 2009",Unreleased,Quinrose,Quinrose
Heart no Kuni no Alice: Wonderful Twin World,Unreleased,Unreleased,"May 29, 2014",Unreleased,Quinrose,Quinrose
Heatseeker,"May 1, 2007","March 30, 2007","April 13, 2007",Unreleased,IR Gurus,Codemasters
Heaven's Will,Unreleased,Unreleased,"October 26, 2006",Unreleased,Quinrose,Quinrose
Hellboy: The Science of Evil,"June 24, 2008","August 15, 2008",Unreleased,"August 22, 2008",Krome Studios,Konami
Hello Kitty no Happy Accessory,Unreleased,Unreleased,"May 28, 2009",Unreleased,Dorart,Dorart
Hello Kitty to Issho! Block Crash 123!!,Unreleased,Unreleased,"July 15, 2010",Unreleased,Dorart,Dorart
Hello Kitty: Puzzle Party,Unreleased,Unreleased,"February 19, 2010",Unreleased,Ubisoft,Ubisoft
Hentai Ouji to Warawanai Neko.,Unreleased,Unreleased,"October 31, 2013",Unreleased,guyzware,C-Territory
Heroes Phantasia,Unreleased,Unreleased,"January 19, 2012",Unreleased,Namco Bandai Games,Namco Bandai Games
Heroes VS,Unreleased,Unreleased,"February 7, 2013",Unreleased,Namco Bandai Games,Namco Bandai Games
Hexyz Force,"June 2, 2010",Unreleased,"November 12, 2009",Unreleased,Sting Entertainment,Atlus
Hilton Garden Inn: Ultimate Team Play,January 2009,Unreleased,Unreleased,Unreleased,Virtual Heroes,Virtual Heroes
Higanjima,Unreleased,Unreleased,"April 28, 2005",Unreleased,Now Production,Now Production
Higurashi Daybreak Portable,Unreleased,Unreleased,"November 27, 2008",Unreleased,Alchemist,Alchemist
Higurashi Daybreak Portable Mega Edition,Unreleased,Unreleased,"November 26, 2009",Unreleased,Alchemist,Alchemist
Higurashi no Naku Koro ni Jan,Unreleased,Unreleased,"November 12, 2009",Unreleased,SIMS,AQ Interactive
Hiiro no Kakera Portable,Unreleased,Unreleased,"December 18, 2008",Unreleased,Otomate,Idea Factory
Hiiro no Kakera: Shin Tamayori Hime Denshou Portable,Unreleased,Unreleased,"September 30, 2010",Unreleased,Idea Factory,Idea Factory
Hiiro no Kakera: Shin Tamayorihime Denshou - Piece of Future,Unreleased,Unreleased,"July 14, 2011",Unreleased,Idea Factory,Idea Factory
Himawari no Kyoukai to Nagai Natsuyasumi: Extra Vacation,Unreleased,Unreleased,"November 28, 2013",Unreleased,Kero Makura,Kero Makura
Himawari: Pebble in the Sky Portable,Unreleased,Unreleased,"April 22, 2010",Unreleased,Kadokawa Games,Kadokawa Games
Himehibi: New Princess Days!! Zoku! Ni-Gakku Portable,Unreleased,Unreleased,"February 25, 2010",Unreleased,Takuyo,Takuyo
