Magical Chase GB: Minarai Mahoutsukai Kenja no Tani e,No,—,,Micro Cabin,"August 4, 2000 (JP)",,,,No
Magical Drop,No,—,Conspiracy Entertainment,Classified Games NASwing! Entertainment AG DE,"October 18, 2000 (NA)",,,,No
Magical Tetris Challenge•Tetris Adventure: Susume Mickey to Nakamatachi JP,No,—,Capcom,Capcom NAActivision EU,"November 12, 1999 (JP)February 17, 2000 (NA)March 24, 2000 (EU)",,,,No
Mahjong Joou,Yes,—,,Warashi,"April 28, 2000 (JP)",,,,No
Mahjong Quest,Yes,—,J-Wing,J-Wing,"December 23, 1998 (JP)",,,,No
Majokko Mari-chan no Kisekae Monogatari,Yes,—,,Pack-In-Video,"September 10, 1999 (JP)",,,,No
Marble Madness,No,—,Digital Eclipse,Midway,"December 1, 1999 (NA)March 13, 2000 (EU)",,,,No
Marie no Atelier GB,Yes,—,TOSE,Imagineer,"January 8, 2000 (JP)",,,,No
Mario Golf•Mario Golf GB JP,No,—,Camelot Software Planning,Nintendo,"August 10, 1999 (JP)October 5, 1999 (NA)October 26, 1999 (EU)",,,,Yes
Mario Tennis•Mario Tennis GB JP,No,—,Camelot Software Planning,Nintendo,"November 1, 2000 (JP)January 16, 2001 (NA)February 2, 2001 (EU)",,,,Yes
Mary-Kate & Ashley: Crush Course,No,—,Crawfish Interactive,Club Acclaim,"November 1, 2001 (NA, EU)",,,,No
Mary-Kate & Ashley: Get a Clue!,Yes,—,Crawfish Interactive,Club Acclaim,"June 1, 2000 (NA, EU)",,,,No
Mary-Kate & Ashley: Pocket Planner,Yes,—,Powerhead Games,Club Acclaim,"November 29, 2000 (NA)March 2, 2001 (EU)",,,,No
Mary-Kate & Ashley: Winners Circle,No,—,M4 Limited,Club Acclaim,"March 2, 2001 (NA)May 25, 2001 (EU)",,,,No
The Mask of Zorro,No,—,Saffire,Sunsoft NAUbi Soft EU,"January 14, 2000 (NA, EU)",,,,No
Mat Hoffman's Pro BMX,No,—,HotGen,Activision,"May 14, 2001 (NA)June 15, 2001 (EU)",,,,No
Matchbox Caterpillar Construction Zone,Yes,—,Realtime Associates,Mattel Interactive,"January 1, 2000 (NA/EU)",,,,No
Matchbox Emergency Patrol,No,—,Lucky Chicken Games,THQ,"June 1, 2001 (NA, DE)",,,,No
Maya the Bee & Her Friends•Die Biene Maja & Ihre Freunde DE,Yes,—,Crawfish Interactive,Acclaim Entertainment,"January 1, 1999 (EU)",,,,No
Maya the Bee: Garden Adventures•Die Biene Maja: Auf Der Klatschmohnwiese DE,No,—,Neon Software,Acclaim Entertainment,"November 17, 2000 (EU)",,,,No
McDonald's Monogatari: Honobono Tenchou Ikusei Game,No,—,,TDK Core,"July 20, 2001 (JP)",,,,No
Medarot 2: Kabuto Version,Yes,—,Natsume,Imagineer,"July 23, 1999 (JP)",,,,No
Medarot 2: Kuwagata Version,Yes,—,Natsume,Imagineer,"July 23, 1999 (JP)",,,,No
Medarot 2: Parts Collection,Yes,—,,Imagineer,"October 29, 1999 (JP)",,,,No
Medarot 3: Kabuto Version,No,—,Natsume,Imagineer,"July 23, 2000 (JP)",,,,No
Medarot 3: Kuwagata Version,No,—,Natsume,Imagineer,"July 23, 2000 (JP)",,,,No
Medarot 3: Parts Collection,No,—,Natsume,Imagineer,"November 24, 2000 (JP)",,,,No
Medarot 4: Kabuto Version,No,—,Natsume,Imagineer,"March 23, 2001 (JP)",,,,No
Medarot 4: Kuwagata Version,No,—,Natsume,Imagineer,"March 23, 2001 (JP)",,,,No
Medarot 5 - Susutake Mura no Tenkousei: Kabuto Version,No,—,,Imagineer,"December 14, 2001 (JP)",,,,No
Medarot 5 - Susutake Mura no Tenkousei: Kuwagata Version,No,—,,Imagineer,"December 14, 2001 (JP)",,,,No
Medarot Card Robottle: Kabuto Version,Yes,—,TOSE,Imagineer,"March 10, 2000 (JP)",,,,No
Medarot Card Robottle: Kuwagata Version,Yes,—,TOSE,Imagineer,"March 10, 2000 (JP)",,,,No
Mega Man Xtreme•Rockman X: Cyber Mission JP,Yes,—,Capcom,Capcom,"October 20, 2000 (JP)January 11, 2001 (NA)August 24, 2001 (EU)",,,,Yes
Mega Man Xtreme 2•Rockman X: Soul Eraser JP,No,—,Capcom,Capcom,"June 19, 2001 (JP)October 30, 2001 (NA)February 8, 2002 (EU)",,,,Yes
Megami Tensei Gaiden: Last Bible II,Yes,—,Multimedia Intelligence Transfer,Atlus,"April 16, 1999 (JP)",,,,Yes
Meitantei Conan: Karakuri Jiin Satsujin Jiken,Yes,—,Alpha Unit,Banpresto,"February 24, 2000 (JP)",,,,No
Meitantei Conan: Kigantou Hihou Densetsu,Yes,—,Alpha Unit,Banpresto,"March 31, 2000 (JP)",,,,No
Meitantei Conan: Norowareta Kouro,Yes,—,Alpha Unit,Banpresto,"June 1, 2001 (JP)",,,,No
Men in Black: The Series,Yes,—,Tiertex,Crave Entertainment,"December 1, 1998 (NA)",,,,No
Men in Black 2: The Series,No,—,David A. Palmer Productions,Crave Entertainment,"July 9, 2000 (NA, EU)",,,,No
Merlin,No,—,RFX Interactive,Electronic Arts,"February 2, 2001 (EU)",,,,No
Metal Gear Solid NA•Metal Gear: Ghost Babel JP,No,—,TOSE,Konami,"April 27, 2000 (JP)April 24, 2000 (NA)May 1, 2000 (EU)",,,,No
Metal Walker NA•Bakusou Senki Metal Walker GB: Kotetsu no Yuujou JP,Yes,—,TOSE,Capcom,"December 24, 1999 (JP)February 6, 2001 (NA)",,,,No
Metamode,No,—,,Koei,"February 24, 2000 (JP)",,,,No
Mia Hamm Soccer Shootout NA•Telefoot Soccer 2000 EU•European Super League EU,No,—,Aqua Pacific,SouthPeak Interactive NAUbi Soft EU,"October 27, 2000 (NA)March 1, 2001 (EU)",,,,No
Mickey's Racing Adventure,No,—,Rare,Nintendo,"November 22, 1999 (NA)November 25, 1999 (EU)",,,,No
Mickey's Speedway USA,No,—,Rare,Nintendo,"March 25, 2001 (NA)March 23, 2001 (EU)",,,,No
Micro Machines 1 and 2: Twin Turbo,No,—,Virtucraft,THQ,"January 1, 2000 (NA, EU)",,,,No
Micro Machines V3,No,—,Novalicious,THQ,"November 13, 2000 (NA)November 24, 2000 (EU)",,,,No
Micro Maniacs,No,—,Hyperion Studios,THQ,"November 2, 2001 (EU)",,,,No
Microsoft: The 6-in-1 Puzzle Collection Entertainment Pack,No,—,Conspiracy Entertainment,Classified Games NAConspiracy Entertainment EU,"October 24, 2000 (NA, EU)",,,,No
Microsoft: The Best of Entertainment Pack,No,—,Saffire,Classified Games NACryo Interactive EU,"June 1, 2001 (NA)August 31, 2001 (EU)",,,,No
Microsoft Pinball Arcade,No,—,Saffire,Classified Games NACryo Interactive EU,"May 1, 2001 (NA, EU)",,,,No
Midway Presents Arcade Hits: Joust / Defender,Yes,—,Digital Eclipse,Midway,"March 1, 1999 (NA)April 1, 1999 (EU)",,,,No
Midway Presents Arcade Hits: Moon Patrol / Spy Hunter,Yes,—,Digital Eclipse,Midway,"May 1, 1999 (NA, EU)",,,,No
Millennium Winter Sports•Hyper Olympic Winter 2000 JP•Konami Winter Games EU,No,—,Konami,Konami,"January 27, 2000 (JP)April 1, 2000 (NA)2000 (EU)",,,,No
Minna no Shougi: Shokyuu Hen,Yes,—,,MTO,"December 10, 1999 (JP)",,,,No
Minnie & Friends: Yume no Kuni wo Sagashite,No,—,Hudson,Hudson,"December 13, 2001 (JP)",,,,No
Missile Command,No,Rumble Pak,The Code Monkeys,Hasbro Interactive,"September 1, 1999 (NA, EU)",,,,No
Mission: Impossible,No,—,Rebellion,Infogrames,"February 22, 2000 (NA)August 1, 2000 (EU)",,,,No
Mizuki Shigeru no Shin Youkaiden,No,—,,Prime System,"July 27, 2001 (JP)",,,,No
Mobile Golf,No,Mobile Adapter GB,Camelot Software Planning,Nintendo,"May 11, 2001 (JP)",,,,No
Momotarou Densetsu 1-2,No,—,TamTam,Hudson,"January 1, 2001 (JP)",,,,No
Monkey Puncher•Saru Puncher JP,Yes,—,Atelier Double,Event Evolution Entertainment EUTaito JP,"March 24, 2000 (JP)December 1, 2000 (EU)",,,,No
Monopoly,Yes,—,Sculptured Software,Majesco NAHasbro Interactive JP,"December 11, 1998 (JP)May 1, 1999 (NA)",,,,No
Monster Rancher Battle Card GB•Monster Farm Battle Card GB JP,Yes,—,Graphic Research,Tecmo,"December 24, 1999 (JP)April 1, 2000 (NA)",,,,No
Monster ★ Race 2,Yes,—,Koei,Koei,"March 12, 1999 (JP)",,,,No
Monster Rancher Explorer•Solomon JP,No,—,Graphic Research,Tecmo,"September 29, 2000 (JP)October 30, 2000 (NA)",,,,No
Monster Traveler,No,—,,Taito,"March 8, 2002 (JP)",,,,No
Montezuma's Return,Yes,—,Tarantula Studios,Take 2 Interactive,"December 1, 1998 (NA, EU)",,,,No
Moomin's Tale•Mumin no Daibouken JP,No,—,Pixel (company),Sunsoft,"June 30, 2000 (JP)December 1, 2000 (EU)",,,,No
Moorhuhn 2: Die Jagd Geht Weiter,No,—,Similis,Ravensburger Interactive Media,"April 6, 2001 (DE)",,,,No
Moorhuhn 3: ...Es Gibt Huhn!,No,—,Similis,Ubi Soft,"July 11, 2002 (EU)",,,,No
Mortal Kombat 4,Yes,—,Digital Eclipse,Midway Games,"December 1, 1998 (NA)April 1, 1999 (EU)",,,,No
Motocross Maniacs 2•Crazy Bikers EU,No,—,Konami,Konami,"September 14, 1999 (NA)September 10, 1999 (EU)",,,,No
Mr. Driller,No,—,Namco,Namco NA/JPVirgin Interactive EU,"June 29, 2000 (JP)August 2, 2000 (NA, EU)",,,,No
Mr. Nutz,No,—,Planet Interactive,Infogrames,"December 1, 1999 (NA, EU)",,,,No
Ms. Pac-Man: Special Color Edition•Ms. Pac-Man: Special Colour Edition EU,Yes,—,Namco,Namco NAAcclaim Entertainment EU,"November 1, 1999 (NA[11])1999 (EU)",,,,No
MTV Sports: Pure Ride,No,—,Visual Impact,THQ,"December 6, 2000 (NA, EU)",,,,No
MTV Sports: Skateboarding featuring Andy Macdonald,No,—,Yellowbelly Corporation,THQ,"August 28, 2000 (NA)December 17, 2000 (EU)",,,,No
MTV Sports: T.J. Lavin's Ultimate BMX,No,—,Handheld Games,THQ,"December 15, 2000 (NA)December 8, 2000 (EU)",,,,No
The Mummy•Hamunaptra: Ushinawareta Sabaku no Miyako JP,No,—,Konami,Konami,"November 30, 2000 (JP)December 15, 2000 (NA, EU)",,,,No
The Mummy Returns,No,—,Game Brains,Universal Interactive,"April 26, 2001 (NA)May 18, 2001 (EU)",,,,No
Muteki Ou Tri-Zenon,No,—,,Marvelous Entertainment,"March 9, 2001 (JP)",,,,No
Nakayoshi Cooking Series 1: Oishii Cake Okusan,No,—,,MTO,"December 15, 2000 (JP)",,,,No
Nakayoshi Cooking Series 2: Oishii Panya-San,No,—,,MTO,"April 20, 2001 (JP)",,,,No
Nakayoshi Cooking Series 3: Tanoshii Obentou,No,—,,MTO,"June 29, 2001 (JP)",,,,No
Nakayoshi Cooking Series 4: Tanoshii Dessert,No,—,,MTO,"November 16, 2001 (JP)",,,,No
Nakayoshi Cooking Series 5: Komugi-Chan no Cake o Tsukurou!,No,—,,MTO,"April 5, 2002 (JP)",,,,No
Nakayoshi Pet Series 1: Kawaii Hamster,Yes,—,,MTO,"January 28, 2000 (JP)",,,,No
Nakayoshi Pet Series 2: Kawaii Usagi,Yes,—,,MTO,"March 24, 2000 (JP)",,,,No
Nakayoshi Pet Series 3: Kawaii Koinu,No,—,,MTO,"August 11, 2000 (JP)",,,,No
Nakayoshi Pet Series 4: Kawaii Koneko,No,—,,MTO,"February 16, 2001 (JP)",,,,No
Nakayoshi Pet Series 5: Kawaii Hamster 2,No,—,,MTO,"April 27, 2001 (JP)",,,,No
NASCAR 2000,No,—,Software Creations,EA Sports,"July 1, 2000 (NA)",,,,No
NASCAR Challenge,No,Rumble Pak,Morning Star Multimedia,Hasbro Interactive,"December 1, 1999 (NA)",,,,No
NASCAR Heat,No,—,Game Titan,Hasbro Interactive,"December 1, 2000 (NA)",,,,No
NASCAR Racers,No,—,Digital Eclipse,Hasbro Interactive,"December 1, 2000 (NA)",,,,No
The Nations: Land of Legends,No,—,Neon Software,JoWooD Productions,"February 8, 2002 (EU)",,,,No
NBA 3 on 3 featuring Kobe Bryant,Yes,—,Left Field Productions,Nintendo,"December 7, 1999 (NA)",,,,No
NBA Hoopz,No,—,Torus Games,Midway,"February 25, 2001 (NA)",,,,No
NBA in the Zone•NBA Pro '99 EU,Yes,—,Konami,Konami,"May 1, 1999 (NA)June 1, 1999 (EU)",,,,No
NBA in the Zone 2000,No,—,Konami,Konami,"April 27, 2000 (NA)September 29, 2000 (EU)",,,,No
NBA Jam '99,Yes,—,Torus Games,Acclaim Sports,"April 1, 1999 (NA)1998 (EU)",,,,No
NBA Jam 2001,No,—,dc Studios,Acclaim Sports,"December 1, 2000 (NA, EU)",,,,No
NBA Showtime: NBA on NBC,No,—,Torus Games,Midway Games,"January 1, 2000 (NA)",,,,No
Net de Get: Mini-Game @ 100,No,—,Konami,Konami,"July 12, 2001 (JP)",,,,No
Network Boukenki Bug Site: Alpha Version,No,—,KAZe,Smile Soft,"November 2, 2001 (JP)",,,,No
Network Boukenki Bug Site: Beta Version,No,—,KAZe,Smile Soft,"November 2, 2001 (JP)",,,,No
The New Addams Family Series,No,—,7th Sense,Microids,"February 8, 2002 (EU)",,,,No
The New Adventures of Mary-Kate & Ashley,Yes,—,Crawfish Interactive,Club Acclaim,"December 1, 1999 (NA)November 16, 2001 (EU)",,,,No
NFL Blitz,Yes,—,Digital Eclipse,Midway Games,"December 1, 1998 (NA, EU)",,,,No
NFL Blitz 2000,No,—,Digital Eclipse,Midway Games,"December 8, 1999 (NA)",,,,No
NFL Blitz 2001,No,—,Morning Star Multimedia,Midway Games,"September 12, 2000 (NA)",,,,No
NHL 2000,Yes,—,Tiertex,THQ NAEA Sports EU,"February 1, 2000 (NA)August 1, 1999 (EU)",,,,No
NHL Blades of Steel,No,—,Climax Studios,Konami,"July 6, 1999 (NA)",,,,No
NHL Blades of Steel 2000,No,—,Climax Studios,Konami,"April 21, 2000 (NA)",,,,No
Nicktoons Racing,No,—,Pipe Dream Interactive,Hasbro Interactive,"December 7, 2000 (NA)",,,,No
Nintama Rantarou: Ninjutsu Gakuen ni Nyuugakushou no Dan,No,—,Polygon Magic,ASK,"March 23, 2001 (JP)",,,,No
Nisemon: Puzzle da Mon! - Feromon Kyuushutsu Daisakusen!,No,—,Prime System,Prime System,"August 10, 2001 (JP)",,,,No
Nobunaga no Yabou: GameBoy Ban 2,Yes,—,Koei,Koei,"April 9, 1999 (JP)",,,,No
No Fear Downhill Mountain Biking,No,—,Spellbound Interactive,THQ,"November 2, 2001 (EU)",,,,No
Noddy and the Birthday Party,No,—,Tiertex Design Studios,BBC Multimedia,"December 31, 2000 (EU)",,,,No
NSYNC: Get to the Show,No,—,Stunt Puppy Entertainment,Infogrames,"December 12, 2001 (NA)",,,,No
Nushi Tsuri Adventure: Kite no Bouken,No,—,TOSE,Victor Interactive Software,"August 4, 2000 (JP)",,,,No
NYR: New York Race,No,—,Kalisto,Wanadoo Edition,"November 16, 2001 (EU)",,,,No
Oddworld Adventures 2,Yes,—,Saffire,GT Interactive NAInfogrames EU,"January 1, 2000 (NA)June 1, 2000 (EU)",,,,No
Ohasuta Dance Dance Revolution GB,No,—,Now Production,Konami,"February 8, 2001 (JP)",,,,No
Ohasuta Yama-chan & Raymond,Yes,—,Epoch,Epoch,"March 12, 1999 (JP)",,,,No
Oide Rascal,No,—,Agatsuma Entertainment,Tamsoft,"April 25, 2001 (JP)",,,,No
Ojarumaru: Mitsunegai Jinja no Ennichi de Ojaru!,Yes,—,,MTO,"June 30, 2000 (JP)",,,,No
Ojarumaru: Tsukiyo ga Ike no Takaramono,Yes,—,,Success,"July 14, 2000 (JP)",,,,No
O'Leary Manager 2000•Barca Total 2000 SP•Co Adriaanse Football Manager NL•DSF Fußball Manager 2000 DE•Guy Roux Manager 2000 FR,No,—,Live Media,Ubi Soft,"September 15, 2000 (EU)",,,,No
Othello Millennium,Yes,—,Tomcat System,Tsukuda Original,"October 8, 1999 (JP)",,,,No
Ottifanten: Kommando Stoertebeker,No,—,Kritzelkratz,JoWooD Entertainment AG,"January 1, 2001 (DE)",,,,No
Ou Dorobou Jing: Angel Version,Yes,—,C.P. Brain,Nippon Computer Systems Corp.,"March 12, 1999 (JP)",,,,No
Ou Dorobou Jing: Devil Version,Yes,—,C.P. Brain,Nippon Computer Systems Corp.,"March 12, 1999 (JP)",,,,No
Owarai Yowiko no Game-dou: Oyaji Sagashite Sanchoume,Yes,—,KCEK,Konami,"December 25, 1999 (JP)",,,,No
Pac-Man: Special Color Edition•Pac-Man: Special Colour Edition EU,Yes,—,Namco,Namco NAAcclaim Entertainment EU,"August 1, 1999 (NA, EU)",,,,No
Pachinko CR Mouretsu Genjin T,Yes,—,,Hect,"June 4, 1999 (JP)",,,,No
Pachinko Hisshou Guide: Data no Ou-sama,Yes,—,,BOSS Comunication,"December 22, 1999 (JP)",,,,No
Pachi Pachi Pachi-Slot: New Pulsar Hen,Yes,—,,Starfish,"April 28, 1999 (JP)",,,,No
Paperboy,No,—,Digital Eclipse,Midway Games,"March 1, 1999 (NA, EU)",,,,No
Papyrus,No,—,Planet Interactive,Ubi Soft,"February 1, 2000 (EU)",,,,No
Perfect Choro Q,No,—,Electronics Application,Takara,"August 11, 2000 (JP)",,,,No
Perfect Dark,No,Rumble Pak,Rare,Rare,"August 28, 2000 (NA)August 1, 2000 (EU)",,,,No
Pia Carrot e Youkoso!! 2.2,No,—,TOSE,NEC Interchannel,"December 2, 2000 (JP)",,,,No
Pitfall: Beyond the Jungle NA/EU•Pitfall GB JP,Yes,—,David A. Palmer Productions,Crave Entertainment NAInterplay Entertainment EUPony Canyon JP,"May 28, 1999 (JP)December 1, 1998 (NA)1999 (EU)",,,,No
Planet of the Apes,No,—,Torus Games,Ubi Soft,"December 6, 2001 (NA)November 23, 2001 (EU)",,,,No
Player Manager 2001•Anpfiff: Der RTL Fussball-Manager DE,No,—,G3 Interactive,THQ,"September 21, 2001 (EU)",,,,No
Pocket Billiard: Funk The 9 Ball,No,—,Sun-Tec,Tamsoft,"February 19, 2000 (JP)",,,,No
Pocket Bomberman,Yes,—,Hudson Soft,Nintendo,"December 14, 1998 (NA) January 1, 1999 (EU)",,,,No
Pocket Bowling,Yes,—,Athena,Jaleco NAAthena JP,"October 23, 1998 (JP)August 15, 1999 (NA)",,,,No
Pocket Cooking,No,—,,J-Wing,"August 24, 2001 (JP)",,,,No
Pocket Color Billiard,No,—,,Bottom Up,"December 24, 1999 (JP)",,,,No
Pocket Color Mahjong,Yes,—,,Bottom Up,"December 22, 1999 (JP)",,,,No
Pocket Color Trump,Yes,—,,Bottom Up,"December 22, 1999 (JP)",,,,No
Pocket Densha 2,Yes,—,Coconuts Japan,Coconuts Japan,"October 30, 1998 (JP)",,,,No
Pocket Family GB2,No,—,Hudson,Hudson,"August 6, 1999 (JP)",,,,No
Pocket GI Stable,Yes,No,KCEN,Konami,"April 28, 1999 (JP)",,,,No
Pocket Hanafuda,No,—,,Bottom Up,"June 11, 1999 (JP)",,,,No
Pocket King,Yes,—,,Namco,"February 23, 2001 (JP)",,,,No
Pocket Lure Boy,No,—,Kaga Tech,King Records,"July 23, 1999 (JP)",,,,No
Pocket Music,No,—,Jester Interactive,Rage Software,"February 22, 2002 (EU)",,,,No
Pocket Pro Wrestling: Perfect Wrestler,No,—,Dream Japan,J-Wing,"March 17, 2000 (JP)",,,,No
Pocket Pro Yakyuu,No,—,Pixel,Epoch,"March 10, 2000 (JP)",,,,No
Pocket Puyo Puyo SUN,Yes,—,Compile,Compile,"November 27, 1998 (JP)",,,,No
Pocket Puyo Puyo~n,No,—,Compile,Compile,"September 22, 2000 (JP)",,,,No
Pocket Racing•Pocket GT JP,No,—,MTO,Virgin Interactive,"October 15, 1999 (JP)2000 (EU)",,,,No
Pocket Soccer,No,—,Game-Play Studios,Nintendo,"March 16, 2001 (EU)",,,,No
Pokémon Card GB2,No,—,Hudson,The Pokémon Company,"March 28, 2001 (JP)",,,,No
Pokémon Crystal Version,No,—,Game Freak,Nintendo,"December 14, 2000 (JP)July 29, 2001 (NA)November 2, 2001 (EU)",,,,Yes
Pokémon Gold Version,Yes,—,Game Freak,Nintendo,"November 21, 1999 (JP)October 14, 2000 (NA)April 6, 2001 (EU)",,,,Yes
Pokémon Pinball,Yes,Rumble Pak,Jupiter Corporation,Nintendo,"April 14, 1999 (JP)June 28, 1999 (NA)October 6, 2000 (EU)",,,,No
Pokémon Puzzle Challenge •Pokémon de Panepon JP,No,—,Intelligent Systems,Nintendo,"September 21, 2000 (JP)September 1, 2000 (NA)June 8, 2001 (EU)",,,,No
Pokémon Silver Version,Yes,—,Game Freak,Nintendo,"November 21, 1999 (JP)October 14, 2000 (NA)April 6, 2001 (EU)",,,,Yes
Pokémon Trading Card Game•Pokémon Card GB JP,Yes,—,Hudson Soft,Nintendo,"December 18, 1998 (JP)April 10, 2000 (NA)December 8, 2000 (EU)",,,,Yes
Polaris SnoCross•SnoCross EU,No,Rumble Pak,Vicarious Visions,Vatical Entertainment NAWanadoo EU,"February 1, 2000 (NA)November 16, 2001 (EU)",,,,No
Pong: The Next Level,No,—,Morning Star Multimedia,Hasbro Interactive,"December 1, 1999 (NA)2000 (EU)",,,,No
Pop'n Music GB,No,—,Konami,Konami,"March 30, 2000 (JP)",,,,No
Pop'n Music GB: Animation Melody,No,—,Konami,Konami,"September 7, 2000 (JP)",,,,No
Pop'n Music GB: Disney Tunes,No,—,Konami,Konami,"November 22, 2000 (JP)",,,,No
Pop'n Pop,No,—,ITL,JVC Music Europe EUJorudan JP,"February 16, 2001 (JP)2001 (EU)",,,,No
Portal Runner,No,—,Handheld Games,The 3DO Company,"September 1, 2001 (NA)",,,,No
Power Pro Kun Pocket,Yes,—,Diamond Head,Konami,"April 1, 1999 (JP)",,,,No
Power Pro Kun Pocket 2,Yes,—,Diamond Head,Konami,"March 30, 2000 (JP)",,,,No
The Powerpuff Girls: Bad Mojo Jojo,No,—,Sennari Interactive,Bam! Entertainment,"November 14, 2000 (NA, EU)",,,,No
The Powerpuff Girls: Battle Him,No,—,Sennari Interactive,Bam! Entertainment,"February 27, 2001 (NA)July 20, 2001 (EU)",,,,No
The Powerpuff Girls: Paint the Townsville Green,No,—,Sennari Interactive,Bam! Entertainment,"November 14, 2000 (NA, EU)",,,,No
Power Quest,Yes,—,Japan System Supply,Sunsoft,"December 1, 1998 (NA)July 20, 1999 (EU)",,,,No
Power Rangers: Lightspeed Rescue,No,—,Natsume,THQ,"June 1, 2000 (NA)November 24, 2000 (EU)",,,,No
Power Rangers: Time Force,No,—,Natsume,THQ,"April 15, 2001 (NA)November 23, 2001 (EU)",,,,No
Power Spike Pro Beach Volleyball NA•Beach 'n Ball EU,No,—,Spark Creative,Infogrames,"December 22, 2000 (NA)May 15, 2001 (EU)",,,,No
Poyon no Dungeon Room: Daikaiju Monogatari,Yes,—,Birthday,Hudson Soft,"February 26, 1999 (JP)",,,,No
Poyon no Dungeon Room 2,No,—,Birthday,Hudson Soft,"June 2, 2000 (JP)",,,,No
Prince Naseem Boxing,No,—,Virtucraft,THQ,"August 3, 2001 (EU)",,,,No
Prince of Persia,Yes,—,Magnin & Associates,Red Orb Entertainment,"July 20, 1999 (NA, EU)",,,,No
Pro Darts,No,—,Vicarious Visions,Vatical Entertainment,"February 7, 2002 (NA)",,,,No
Professional Mahjong Goku GB II,Yes,—,,Athena,"March 19, 1999 (JP)",,,,No
Pro Mahjong Tsuwamono GB,Yes,—,,Culture Brain,"July 9, 1999 (JP)",,,,No
Pro Mahjong Tsuwamono GB2,No,—,,Culture Brain,"February 24, 2000 (JP)",,,,No
Pro Pool,No,—,Blade Interactive,Codemasters,"September 12, 2000 (NA, EU)",,,,Maybe
Project S-11,No,—,Paragon 5,Sunsoft,"December 11, 2000 (NA)",,,,No
Puchi Carat,Yes,—,ITL,Event Evolution Entertainment EUTaito JP,"April 23, 1999 (JP)December 8, 2000 (EU)",,,,No
Pumuckl's Abenteuer bei den Piraten,No,—,NEON Software GmbH,Acclaim Entertainment,"May 12, 1999 (DE)",,,,No
Pumuckl's Abenteuer im Geisterschloss,No,—,NEON Studios,Acclaim Entertainment,"November 15, 2000 (DE)",,,,No
Puyo Puyo Gaiden: Puyo Wars,Yes,—,Compile,Compile,"August 27, 1999 (JP)",,,,No
Puzzle de Shoubuyo! Wootama-chan,Yes,—,Kouyousha,Naxat Soft,"September 28, 2000 (JP)",,,,No
Puzzle Master,Yes,—,Metro3D,Metro3D,"December 1, 1999 (NA)",,,,No
Puzzled,No,—,Elo Interactive,Conspiracy Entertainment NASwing! Entertainment AG EU,"March 9, 2001 (NA, EU)",,,,No
Q-Bert,No,—,Pipe Dream Interactive,Hasbro Interactive,"September 25, 2000 (NA)",,,,No
Qix Adventure,No,—,Taito,Event Evolution Entertainment EUTaito JP,"October 22, 1999 (JP)December 15, 2000 (EU)",,,,No
Quest: Brian's Journey NA•Elemental Tale - Jack no Daibouken: Daimaou no Gyakushuu JP,Yes,—,Atelier Double,Sunsoft NAImagineer JP,"January 15, 2000 (JP)January 23, 2000 (NA)",,,,No
Quest: Fantasy Challenge NA•Holy Magic Century EU,Yes,—,Imagineer,Sunsoft NAVirgin Games EU,"April 1, 1999 (NA, EU)",,,,No
Quest for Camelot,Yes,—,Titus Intertactive,Titus InteractiveNintendo,"December 1, 1998 (NA)1999 (EU)",,,,No
Qui Qui,Yes,—,Magical Company (Mahou),Magical Company (Mahou),"March 26, 1999 (JP)",,,,No
R-Type DX,Yes,—,Bits Studios,Nintendo NA/EUEpoch JP,"November 22, 1999 (JP)June 1, 1999 (NA)July 20, 1999 (EU)",,,,No
Rainbow Six,No,—,Crawfish Interactive,Red Storm Entertainment,"April 3, 2000 (NA, EU)",,,,No
Rainbow Islands,No,—,Taito,TDK Mediactive,"January 1, 2001 (EU)",,,,No
Rampage: World Tour,Yes,—,Digital Eclipse,Midway,"December 1, 1998 (NA, EU)",,,,No
Rampage 2: Universal Tour,No,—,Digital Eclipse,Midway,"November 1, 1999 (NA, EU)",,,,No
Rampart,No,—,Digital Eclipse,Midway,"November 17, 1999 (NA)",,,,No
Rats! NA•Reservoir Rat EU,Yes,—,Tarantula Studios,Take 2 Interactive,"December 1, 1998 (NA)1999 (EU)",,,,No
Rayman•Rayman: Mister Dark no Wana JP,No,—,Digital Eclipse,Ubi Soft,"March 24, 2000 (JP)March 29, 2000 (NA)July 24, 2000 (EU)",,,,Yes
Rayman 2: The Great Escape•Rayman 2 Forever EU,No,—,Ubi Soft Milan,Ubi Soft,"January 1, 2002 (NA)December 14, 2001 (EU)",,,,No
Razor Freestyle Scooter•Freestyle Scooter EU,No,—,Crawfish Interactive,Crave Entertainment,"June 12, 2001 (NA)June 15, 2001 (EU)",,,,No
Ready 2 Rumble Boxing,No,Rumble Pak,Crawfish Interactive,Midway,"December 1, 1999 (NA, EU)",,,,No
Real Pro Yakyuu!: Central League Hen,Yes,—,Natsume,Natsume,"April 23, 1999 (JP)",,,,No
Real Pro Yakyuu!: Pacific League Hen,Yes,—,Natsume,Natsume,"April 23, 1999 (JP)",,,,No
Resident Evil Gaiden•BioHazard Gaiden JP,No,—,M4 Limited,Capcom NA/JPVirgin Interactive EU,"March 29, 2002 (JP)June 3, 2002 (NA)December 14, 2001 (EU)",,,,No
Return of the Ninja,No,—,Act Japan,Natsume NAUbi Soft EU,"June 1, 2001 (NA)March 30, 2001 (EU)",,,,No
