The Gadget Twins,Imagitec Design,GameTek,Unreleased,December 1992[27],Unreleased,
Gaiares,Telenet Japan,Telenet JapanJPRenovation ProductsNA,"December 26, 1990",February 1991,Unreleased,
Gain Ground,Sega CS,SegaJP/PALRenovation ProductsNA,"January 3, 1991",February 1991,1991,
Galaxy Force II,CRI,CSKJPSegaNA/PAL,"September 13, 1991",February 1992[30],1992,
Gambler Jiko Chuushinha: Katayama Masayuki no Mahjong Doujou,Yellow Horn,Game Arts,"December 14, 1990",Unreleased,Unreleased,
Garfield: Caught in the Act,Sega Interactive Development Division,Sega,Unreleased,"October 31, 1995","December 8, 1995",
Gargoyles,Buena Vista Interactive,Buena Vista Interactive,Unreleased,November 1995[37],Unreleased,
Gauntlet IVGauntletJP,M2,Tengen,"September 17, 1993",October 1993,November 1993,
GemfireRoyal BloodJP,Koei,Koei,"June 25, 1992",September 1992[32],Unreleased,
General ChaosGeneral Chaos: DaikonsenJP,Game Refuge,Electronic ArtsNA/PALElectronic Arts VictorJP,"January 14, 1994",August 1993,August 1993,
Generations Lost,Pacific Softscape,Time Warner Interactive,Unreleased,December 1994,November 1994,
Genghis Khan II: Clan of the Gray WolfAoki Ookami to Shiroki Mejika: Genchou HishiJP,Koei,Koei,"March 25, 1993",December 1993,Unreleased,
George Foreman's KO Boxing,Beam Software,Flying Edge,Unreleased,January 1993[17],June 1993,
Ghostbusters,Sega R&D2Compile,Sega,"June 30, 1990",August 1990,December 1990,
Ghouls 'n GhostsDaimakaimuraJP,Sega R&D2,Sega,"August 3, 1989",October 1989,"November 30, 1990",
Global GladiatorsMick & Mack as the Global GladiatorsNA,Virgin Games,Virgin Games,Unreleased,November 1992[22],April 1993,
Gods,Graftgold,MindscapeNAAccoladePALPCM CompleteJP,"March 26, 1993",November 1992,"November 23, 1993",
Golden Axe,Sega R&D2,Sega,"December 23, 1989","December 22, 1989","November 30, 1990",
Golden Axe II,Sega CS,Sega,"December 27, 1991",January 1992,December 1991,
Golden Axe III,Sega CS,Sega,"June 25, 1993","May 1, 1996",Unreleased,
Goofy's Hysterical History Tour,Absolute Entertainment,Absolute Entertainment,Unreleased,"September 28, 1993",Unreleased,
Gouketsuji Ichizoku,Make Software,Atlus,"November 18, 1994",Unreleased,Unreleased,
Granada,Wolf TeamCube,Telenet JapanJPRenovation ProductsNA,"November 16, 1990",December 1990,Unreleased,
The Great Circus Mystery Starring Mickey & MinnieMickey to Minnie: Magical Adventure 2JP,Capcom,Capcom,"December 6, 1994",February 1995,Unreleased,
The Great Waldo Search,Radiance Software,THQ,Unreleased,December 1992[27],Unreleased,
Greatest Heavyweights,Acme Interactive,Sega,"May 27, 1994",December 1993,January 1994,
Greendog: The Beached Surfer Dude!,Interactive Designs,Sega,Unreleased,September 1992[32],September 1992,
Grind StormerV-VJP,Tengen,Tengen,"March 25, 1994",April 1994,Unreleased,
GrowlRunarkJP,I.T.L,Taito,"November 15, 1991",November 1991,Unreleased,
Gunship,Probe SoftwareKrisalis Software,U.S. Gold,Unreleased,Unreleased,January 1994,
Gunstar Heroes,Treasure,Sega,"September 10, 1993","September 9, 1993","September 10, 1993",
GynougWings of WorNA,NCSCube,MasayaJPDreamWorksNASegaPAL,"January 25, 1991",June 1991,March 1992,
Hard Drivin',Sterling Silver Software,Tengen,"December 21, 1990",December 1990,December 1991,
HardBall!,Accolade,Ballistic,Unreleased,June 1991,June 1991,
HardBall III,Mindspan Technologies,Accolade,Unreleased,May 1993,Unreleased,
Hardball '94,Mindspan Technologies,Accolade,Unreleased,June 1994,July 1994,
Hardball '95,Mindspan TechnologiesCygnus Multimedia,Accolade,Unreleased,June 1995,Unreleased,
Harukanaru Augusta,T&E Soft,T&E Soft,"December 17, 1993",Unreleased,Unreleased,
Haunting starring Polterguy,Electronic Arts,Electronic Arts,Unreleased,October 1993,November 1993,
Head-On SoccerFever Pitch SoccerPAL,U.S. Gold,U.S. Gold,Unreleased,August 1995,"June 30, 1995",
Heavy Nova,Holocronet,Micronet,Unreleased,January 1992[21],Unreleased,
Heavy Unit: Mega Drive Special,Advance Communication Co.,Toho,"December 26, 1990",Unreleased,Unreleased,
Hellfire,NCS,MasayaJPSeismicNASegaPAL,"September 28, 1990",November 1990,May 1992,
Herzog Zwei,Technosoft,TechnosoftJPSegaNA/PAL,"December 15, 1989","January 11, 1990",1989,
High Seas HavocHavocPALCaptain LangJP,Data East,Data EastNA/JPCodemastersEU,"April 22, 1994","August 16, 1993",January 1994,
Hit the Ice,Aisystem Tokyo,Taito,Unreleased,January 1993[17],Unreleased,
Home Alone,"Brian A. Rice, Inc.",Sega,Unreleased,November 1992[20],November 1992,
Home Alone 2: Lost in New York,Sega Interactive Development Division,Sega,Unreleased,1993,Unreleased,
Honō no Tōkyūji: Dodge Danpei,Sega CS,Sega,"July 10, 1992",Unreleased,Unreleased,
Hook,UkiyoteiCore Design,Sony Imagesoft,Unreleased,August 1993,November 1993,
The Humans,Imagitec Design,GameTek,Unreleased,June 1993,Unreleased,
Hurricanes,Arc Developments,U.S. Gold,Unreleased,Unreleased,1994,
The Hybrid Front,Sega CS,Sega,"July 22, 1994",Unreleased,Unreleased,
Hyokkori Hyoutan Jima,Japan System House,Sega,"August 7, 1992",Unreleased,Unreleased,
IMG International Tour Tennis,High Score Productions,Electronic Arts,Unreleased,September 1994,1994,
The ImmortalWizard of the ImmortalJP,Sandcastle Productions,Electronic ArtsNA/PALElectronic Arts VictorJP,"August 10, 1993",November 1991,1991,
The Incredible Crash Dummies,Gray Matter Inc.,Flying Edge,Unreleased,January 1994,1994,
The Incredible Hulk,Probe Software,U.S. Gold,Unreleased,July 1994,June 1994,
Indiana Jones and the Last Crusade,Tiertex,U.S. Gold,Unreleased,November 1992[29],December 1992,
Insector X,Hot B,Hot BJPSage's CreationNA,"September 7, 1990",October 1990,Unreleased,
Instruments of Chaos starring Young Indiana Jones,"Brian A. Rice, Inc.Waterman Design",Sega,Unreleased,"June 1, 1994",Unreleased,
International Rugby,Tiertex,Domark,Unreleased,Unreleased,October 1993,
International Sensible Soccer Limited Edition: World Champions,Sensible Software,Sony Imagesoft,Unreleased,Unreleased,1993,
International Superstar Soccer Deluxe,Factor 5,Konami,Unreleased,Unreleased,1996,
Ishido: The Way of Stones,Accolade,Accolade,Unreleased,February 1991,Unreleased,
Izzy's Quest for the Olympic Rings,"Alexandria, Inc.",U.S. Gold,Unreleased,April 1995,May 1995,
J.League Pro Striker,Sega CS,Sega,"April 23, 1993",Unreleased,Unreleased,
J.League Pro Striker 2,Sega CS,Sega,"July 15, 1994",Unreleased,Unreleased,
J.League Pro Striker Kanzenban,Sega CS,Sega,"December 17, 1993",Unreleased,Unreleased,
Jack Nicklaus' Power Challenge Golf,Microsmiths,Accolade,Unreleased,March 1993,April 1993,
"James ""Buster"" Douglas Knock Out BoxingFinal BlowJP",Whiteboard,TaitoJPSegaNA/PAL,"March 23, 1990",September 1990,June 1991,
James Bond 007: The Duel007 ShitouJP,Domark,DomarkPALTengenNA/JP,"May 14, 1993",March 1993,1993,
James Pond: Underwater Agent,Millennium InteractiveVectordean,Electronic Arts,Unreleased,April 1991,April 1991,
James Pond II: Codename: RoboCod,Millennium Interactive,Electronic ArtsNA/PALElectronic Arts VictorJP,"June 9, 1993","August 18, 1991",December 1991,
James Pond 3: Operation Starfish,Millennium InteractiveVectordean,Electronic Arts,Unreleased,December 1993,"December 14, 1993",
Jammit,GTE ImagiTrek,Virgin Interactive,Unreleased,May 1994,Unreleased,
Janou Touryuumon,Game ArtsMecano Associates,Sega,"November 5, 1993",Unreleased,Unreleased,
Jantei Monogatari,Atlus,Telenet Japan,"March 29, 1991",Unreleased,Unreleased,
Jennifer Capriati TennisGrandslamJP/PAL,System Sacom,Telenet JapanJPRenovation ProductsNASegaPAL,"June 12, 1992",September 1992[32],1992,
Jeopardy!,Park Place Productions,GameTek,Unreleased,January 1993[17],Unreleased,
Jeopardy! Deluxe Edition,Park Place Productions,GameTek,Unreleased,June 1994,Unreleased,
Jeopardy! Sports Edition,Park Place Productions,GameTek,Unreleased,April 1994,Unreleased,
Jerry Glanville's Pigskin Footbrawl,Developer Resources,RazorSoft,Unreleased,January 1993[17],Unreleased,
Jewel Master,SegaCube,Sega,"August 30, 1991","August 29, 1991",November 1991,
Jimmy White's 'Whirlwind' Snooker,Archer MacLean,Virgin Interactive,Unreleased,Unreleased,November 1994,
Joe & Mac,Eden EntertainmentKrisalis Software,Takara,Unreleased,February 1994,Unreleased,
Joe Montana Football,Park Place Productions,Sega,"March 1, 1991","December 22, 1990",May 1991,
Joe Montana II: Sports Talk Football,BlueSky Software,Sega,"January 24, 1992",December 1991,January 1992,
John Madden FootballJohn Madden American FootballPAL,Park Place Productions,Electronic Arts,Unreleased,November 1990,December 1990,
John Madden Football '92,Electronic Arts,Electronic Arts,Unreleased,December 1991[23],December 1991,
John Madden Football '93John Madden Football: Pro FootballJP,Looking Glass TechnologyEA Studios,Electronic ArtsNAEASNPALElectronic Arts VictorJP,"November 20, 1992",December 1992,"December 14, 1992",
John Madden Football '93: Championship Edition,Looking Glass Technology,Electronic Arts,Unreleased,December 1992,Unreleased,
Jordan vs. Bird: One on One,Electronic Arts,Electronic ArtsNA/PALElectronic Arts VictorJP,"September 24, 1993",April 1992[30],May 1992,
Judge Dredd,Probe Entertainment,Acclaim Entertainment,"September 1, 1995","June 16, 1995",July 1995,
Junction,Micronet,Micronet,"November 25, 1990",April 1991,Unreleased,
The Jungle Book,Eurocom Entertainment Software,Virgin Interactive Entertainment,Unreleased,July 1994,July 1994,
Jungle StrikeJungle Strike: Uketsugareta KyoukiJP,High Score Productions,Electronic ArtsNA/PALElectronic Arts VictorJP,"December 17, 1993",August 1993,"July 16, 1993",
Jurassic Park,BlueSky Software,Sega,"August 27, 1993","August 10, 1993","August 28, 1993",
Jurassic Park: Rampage Edition,BlueSky Software,Sega,Unreleased,October 1994,November 1994,
Justice League Task Force,"Condor, Inc.",Acclaim Entertainment,"September 1, 1995",January 1995,June 1995,
Ka-Ge-Ki: Fists of Steel,Hot B,Hot BJPSage's CreationNA,"April 26, 1991",October 1991,Unreleased,
Kawasaki Superbike Challenge,Lankhor,Time Warner InteractiveNADomarkPAL,Unreleased,December 1994,"March 17, 1995",
Kick Off 3: European Challenge,Anco Software,Vic Tokai,Unreleased,Unreleased,"November 26, 1994",
Kid ChameleonChameleon KidJP,Sega Technical Institute,Sega,"May 28, 1992",March 1992[30],May 1992,
Kidou Keisatsu Patlabor: 98-shiki Kidou seyo!,Advance Communication Co.,Ma-Ba,"October 23, 1992",Unreleased,Unreleased,
King Colossus (Tougi-Ou),Sega CS,Sega,"June 26, 1992",Unreleased,Unreleased,
King of the Monsters,"SPS Co., Ltd.",TakaraNASegaJP/PAL,"November 26, 1993",March 1993,June 1993,
King of the Monsters 2,Betop,Takara,Unreleased,July 1994,Unreleased,
King Salmon,Hot B,Hot BJPVic TokaiNA,"September 26, 1992",September 1992[32],Unreleased,
King's Bounty: The Conqueror's Quest,New World Computing,Electronic Arts,Unreleased,July 1991,June 1991,
Kishi Densetsu,Kodansha Research InstituteCube,Kodansha,"July 30, 1993",Unreleased,Unreleased,
Klax,Namco,Namco,"September 7, 1990",Unreleased,Unreleased,
Klax,Tengen,Tengen,Unreleased,December 1990,January 1992,
Krusty's Super Fun House,Audiogenic,Flying Edge,Unreleased,June 1992,December 1992,
Kyūkai Dōchūki,Namco,Namco,"July 12, 1991",Unreleased,Unreleased,
La Russa Baseball 95,Stormfront StudiosHigh Score Productions,Electronic Arts,Unreleased,September 1994,September 1994,
Lakers versus Celtics and the NBA Playoffs,Electronic Arts,Electronic Arts,Unreleased,December 1990,October 1991,
Landstalker: The Treasures of King NoleLandstalker: Koutei no ZaihouJP,Climax Entertainment,Sega,"October 30, 1992",October 1993,October 1993,
Langrisser II,NCSCube,Masaya,"August 26, 1994",Unreleased,Unreleased,
Last Action Hero,Bits Corporation,Sony Imagesoft,Unreleased,"January 26, 1994",Unreleased,
Last BattleHokuto no Ken: Shin Seikimatsu Kyuuseishu DensetsuJP,Sega,Sega,"July 1, 1989","August 14, 1989",September 1990,
The Lawnmower Man,SCiAtod ABTeque London,Time Warner Interactive,Unreleased,November 1994,September 1994,
The Legend of GalahadGalahadNA,Traveller's TalesKrisalis Software,Electronic Arts,Unreleased,September 1992,November 1992,
Lemmings,Sunsoft,SunsoftNA/JPSegaPAL,"November 20, 1992",November 1992,"December 14, 1992",
Lemmings 2: The Tribes,Digital DevelopmentsKrisalis Software,Psygnosis,Unreleased,November 1994,November 1994,
Lethal Enforcers,Konami,Konami,"December 10, 1993","July 25, 1993","October 29, 1993",
Lethal Enforcers II: Gun Fighters,Konami,Konami,Unreleased,October 1994,"December 17, 1994",
LHX Attack Chopper,Electronic Arts,Electronic ArtsNA/PALElectronic Arts VictorJP,"June 4, 1993",November 1992,August 1992,
Liberty or Death,Koei,Koei,Unreleased,December 1994,Unreleased,
Light Crusader,Treasure,Sega,"May 26, 1995","May 25, 1995",August 1995,
The Lion King,Westwood Studios,Virgin InteractiveNA/PALVirgin GamesJP,"December 9, 1994",November 1994,November 1994,
Lord Monarch,Sega Falcom,Sega,"June 26, 1994",Unreleased,Unreleased,
The Lost Vikings,Silicon & SynapseKrisalis Software,Interplay EntertainmentNAVirgin GamesPAL,Unreleased,January 1994,April 1994,
The Lost World: Jurassic Park,Appaloosa Interactive,Sega,Unreleased,"September 16, 1997",October 1997,
Lotus Turbo Challenge,Gremlin Graphics,Electronic Arts,Unreleased,December 1992[27],"December 14, 1992",
Lotus II: R.E.C.S.,Gremlin Graphics,Electronic Arts,Unreleased,December 1993,"December 14, 1993",
M-1 Abrams Battle Tank,Dynamix,Electronic Arts,Unreleased,April 1991,1991,
Madden NFL '94NFL Pro Football: John Madden '94JP,High Score Productions,Electronic Arts,"February 18, 1994","November 19, 1993","November 12, 1993",
Madden NFL '95,High Score Productions,Electronic Arts,Unreleased,November 1994,November 1994,
Madden NFL '96,High Score Productions,Electronic Arts,Unreleased,"November 10, 1995","November 30, 1995",
Madden NFL 97,High Score Productions,Electronic Arts,Unreleased,"September 15, 1996","September 14, 1996",
Madden NFL 98,High Score Productions,Electronic Arts,Unreleased,October 1997,Unreleased,
Madō Monogatari I,Compile,Compile,"March 22, 1996",Unreleased,Unreleased,
"Magic School Bus, (Scholastic's) The: Space Exploration Game",Music Pen,Sega,Unreleased,May 1995,Unreleased,
Magical Tarurūto-kun,Game Freak,Sega,"April 24, 1992",Unreleased,Unreleased,
Mahjong Cop Ryuu: Shiro Ookami no Yabou,Whiteboard,Sega,"December 14, 1989",Unreleased,Unreleased,
Mamono Hunter Yohko: Dai-7 no Keishou,NCS,Masaya,"March 22, 1991",Unreleased,Unreleased,
Marble Madness,Electronic Arts,Electronic Arts,Unreleased,November 1991,January 1992,
Marble Madness,Tengen,Tengen,"August 13, 1993",Unreleased,Unreleased,
Mario Andretti Racing,High Score Productions,Electronic Arts,Unreleased,August 1994,Unreleased,
Mario Lemieux Hockey,Ringler Studios,Sega,Unreleased,January 1992[21],March 1992,
Marko's Magic FootballMarkoNA,The Cartoon Mavericks,Domark,Unreleased,September 1994,July 1994,
Marsupilami,Marsu,Sega,Unreleased,May 1996,November 1995,
Marvel LandTalmit's AdventurePAL,TOSE,NamcoJP/NASegaEU,"June 28, 1991",October 1991,August 1992,
Mary Shelley's Frankenstein,Bits Corporation,Sony Imagesoft,Unreleased,"November 1, 1994",Unreleased,
Master of Monsters,ISCOOpera House,Toshiba EMIJPRenovation ProductsNA,"July 26, 1991",December 1991[23],Unreleased,
Master of Weapon,KID Corp.,Taito,"September 27, 1991",Unreleased,Unreleased,
Maten no Sōmetsu,Kodansha,Kodansha,"December 29, 1993",Unreleased,Unreleased,
Math Blaster: Episode 1,Davidson & Associates,Davidson & Associates,Unreleased,September 1994,Unreleased,
Mazin Saga: Mutant FighterMazin WarsPALMazin SagaJP,Dynamic Planning,Sega,"February 26, 1993",June 1993,July 1993,
McDonald's Treasure Land Adventure,Treasure,Sega,"September 23, 1993",December 1993,March 1994,
Mega Bomberman,Westone,Sega,Unreleased,"October 11, 1994","October 11, 1994",
Mega-Lo-ManiaTyrants: Fight Through TimeNA,Sensible Software,Virgin Interactive,"April 23, 1993",March 1993,"December 5, 1992",
Mega Man: The Wily WarsRockMan: Mega WorldJP,Minakuchi Engineering,Capcom,"October 21, 1994","December 31, 1994","April 3, 1995",
Megapanel,Namco,Namco,"November 22, 1990",Unreleased,Unreleased,
Mega SWIV,The Sales Curve,Time Warner Interactive,Unreleased,Unreleased,March 1995,
Mega Turrican,Factor 5,Data East NASony Electronic Publishing PAL,Unreleased,"June 7, 1994",November 1994,
Menacer 6-Game Cartridge,Sega,Sega,Unreleased,October 1992,December 1992,
MercsSenjou no Ookami IIJP,Sega,Sega,"September 27, 1991",October 1991[24],December 1991,
Metal Fangs,Victor Entertainment,Victor Entertainment,"December 17, 1993",Unreleased,Unreleased,
Michael Jackson's Moonwalker,Sega,Sega,"August 25, 1990",August 1990,January 1991,
Mickey Mania: The Timeless Adventures of Mickey Mouse,Traveller's Tales,Sony ImagesoftNA/PALSegaJP,"March 31, 1995",November 1994,November 1994,
Mickey's Ultimate Challenge,Designer Software,Hi Tech Expressions,Unreleased,June 1994,Unreleased,
Micro Machines,Codemasters,Codemasters,Unreleased,"September 14, 1993",July 1993,
Micro Machines 2: Turbo Tournament,Codemasters,Codemasters,Unreleased,Unreleased,"November 25, 1994",
Micro Machines: Turbo Tournament 96,Codemasters,Codemasters,Unreleased,Unreleased,"October 20, 1995",
Micro Machines Military,Supersonic Software,Codemasters,Unreleased,Unreleased,"November 15, 1996",
Midnight Resistance,Data EastISCOOpera House,Data EastJPSegaNA,"March 29, 1991",June 1991,Unreleased,
MiG-29 Fighter Pilot,The Kremlin,Domark,"November 26, 1993",May 1993,June 1993,
Might and Magic II: Gates to Another World,New World Computing,Electronic Arts,Unreleased,July 1991,July 1991,
Mighty Morphin Power Rangers,"Nova Co., Ltd",Sega,Unreleased,November 1994,November 1994,
Mighty Morphin Power Rangers: The Movie,SIMS,Sega,Unreleased,"June 15, 1995","August 15, 1995",
Mike Ditka Power Football,Ballistic,Accolade,Unreleased,September 1991,Unreleased,
Minnesota Fats: Pool Legend,Data East,Data East,Unreleased,April 1995,Unreleased,
The Miracle Piano Teaching System,Software Toolworks,Software Toolworks,Unreleased,November 1992,Unreleased,
MLBPA Baseball,High Score Productions,Electronic Arts,Unreleased,July 1994,Unreleased,
MLBPA Sports Talk BaseballPro Yakyuu Super League '91JP,Sega CS,Sega,"August 30, 1991",June 1992[26],Unreleased,
Monopoly,Magical,Parker Brothers,"January 25, 1992",April 1993,Unreleased,
Monster World IV,Westone,Sega,"April 1, 1994",Unreleased,Unreleased,
Mortal KombatMortal Kombat: Shinken Kourin DensetsuJP,Probe Entertainment,Arena EntertainmentNA/EUAcclaim EntertainmentJP,"May 27, 1994","September 13, 1993","September 13, 1993",
Mortal Kombat IIMortal Kombat II: Kyuukyoku ShinkenJP,Probe Entertainment,Acclaim Entertainment,"September 9, 1994","September 9, 1994","September 9, 1994",
Mortal Kombat 3,Sculptured Software,Williams Entertainment,Unreleased,"October 13, 1995","October 13, 1995",
Mr. Nutz,Ocean Software,Ocean Software,Unreleased,Unreleased,November 1994[38],
Ms. Pac-Man,Tengen,Tengen,Unreleased,July 1991,October 1991,
Muhammad Ali Heavyweight Boxing,Park Place Productions,Virgin Interactive,Unreleased,December 1992,January 1993,
MUSHAMusha AlesteJP,Compile,ToaplanJPSeismicNA,"December 21, 1990",February 1991,Unreleased,
Mutant Chronicles: Doom Troopers,Adrenalin,Playmates Interactive,Unreleased,June 1995,Unreleased,
Mutant League Football,Mutant Productions,Electronic Arts,"September 10, 1993",June 1993,June 1993,
Mutant League Hockey,Mutant Productions,Electronic Arts,Unreleased,May 1994,March 1994,
Mystic DefenderKujaku Ou 2: GeneijouJP,Sega,Sega,"November 25, 1989",December 1989,January 1991,
Mystical FighterMaou RenjishiJP,KID Corp,TaitoJPDreamWorksNA,"October 25, 1991",March 1992,Unreleased,
NBA Action '94,Sega,Sega,Unreleased,April 1994,Unreleased,
NBA Action '95 Starring David Robinson,Double Diamond Sports,Sega,Unreleased,May 1995,1995,
NBA All-Star Challenge,Beam Software,Flying Edge,Unreleased,February 1993,February 1993,
NBA Hangtime,Funcom,Midway Home Entertainment,Unreleased,November 1996,February 1997,
NBA Jam,Iguana Entertainment,Arena EntertainmentNA/PALAcclaim EntertainmentJP,"April 29, 1994","March 4, 1994","March 4, 1994",
NBA Jam Tournament Edition,Iguana Entertainment,Acclaim Entertainment,"February 24, 1995","February 23, 1995","February 23, 1995",
NBA Live 95,Hitmen ProductionsEA Canada,Electronic Arts,Unreleased,November 1994,"December 3, 1994",
NBA Live 96,Hitmen ProductionsEA Canada,Electronic Arts,Unreleased,November 1995,"November 30, 1995",
NBA Live 97,NuFXHitmen Productions,Electronic Arts,Unreleased,November 1996,November 1996,
NBA Live 98,NuFXTiertex,Electronic Arts,Unreleased,November 1997,Unreleased,
NBA Showdown '94NBA ShowdownPALNBA Pro Basketball '94JP,EA Creative Development,Electronic ArtsNA/PALElectronic Arts VictorJP,"July 1, 1994","June 21, 1994","March 29, 1994",
NCAA Final Four Basketball,Bitmasters,Mindscape,Unreleased,February 1995,Unreleased,
NCAA Football,Software Toolworks,Mindscape,Unreleased,December 1994,Unreleased,
Nekketsu Koukou Dodgeball-bu: Soccer-hen MD,Aspect,PAL Soft,"August 7, 1992",Unreleased,Unreleased,
Newman/Haas IndyCar featuring Nigel Mansell,Gremlin GraphicsSpidersoft,Acclaim Entertainment,"December 16, 1994",December 1994,"December 2, 1994",
The NewZealand Story,Taito,Taito,"March 3, 1990",Unreleased,Unreleased,
NFL '95,Double Diamond Sports,Sega,Unreleased,"November 15, 1994",Unreleased,
NFL Football '94 Starring Joe Montana,BlueSky Software,Sega,"February 4, 1994",November 1993,Unreleased,
NFL Prime Time '98,Spectacular Games,Sega,Unreleased,"October 25, 1997",Unreleased,
NFL Quarterback ClubNFL Quarterback Club '95JP,Iguana Entertainment,Acclaim Entertainment,"February 24, 1995",March 1995,March 1995,
NFL Quarterback Club 96,Iguana Entertainment,Acclaim Entertainment,Unreleased,"October 27, 1995",October 1995,
NFL Sports Talk Football '93,BlueSky Software,Sega,Unreleased,November 1992,December 1992,
NHL '94,High Score Productions,Electronic Arts,Unreleased,September 1993,"September 11, 1993",
NHL 95,High Score ProductionsDouble Diamond Sports,Electronic Arts,Unreleased,September 1994,"October 27, 1994",
NHL 96,High Score Entertainment,Electronic Arts,Unreleased,"October 6, 1995",October 1995,
NHL 97,High Score Entertainment,Electronic Arts,Unreleased,"September 24, 1996","October 4, 1996",
NHL 98,High Score Entertainment,Electronic Arts,Unreleased,"October 31, 1997",Unreleased,
NHL All-Star Hockey '95,Sega Midwest StudioNew Wave Graphics,Sega,Unreleased,February 1995,Unreleased,
NHL HockeyEA HockeyPALPro HockeyJP,Park Place Productions,Electronic ArtsNA/PALElectronic Arts VictorJP,"November 20, 1992",August 1991,Unreleased,
NHLPA Hockey '93,EA Studios,Electronic Arts,Unreleased,September 1992[32],November 1992,
Nigel Mansell's World Championship Racing,Gremlin Graphics,GameTekNAKonamiPAL,Unreleased,November 1993,November 1993,
Nightmare Circus,Funcom,Tectoy,Unreleased,December 1996,Unreleased,BR (1996)[39]
Ninja Burai Densetsu,Sega,Sega,"December 5, 1991",Unreleased,Unreleased,
No Escape,Bits Corporation,Psygnosis,Unreleased,May 1995,Unreleased,
Nobunaga no Yabou: Bushou Fuuunroku,Koei,Koei,"December 20, 1991",Unreleased,Unreleased,
Nobunaga no Yabou: Haouden,Koei,Koei,"February 25, 1994",Unreleased,Unreleased,
Nobunaga's AmbitionNobunaga no Yabou: ZenkokubanJP,Koei,Koei,"September 15, 1993",January 1994,Unreleased,
Normy's Beach Babe-O-Rama,High Score ProductionsRealtime Associates,Electronic Arts,Unreleased,March 1994,March 1994,
Olympic Gold: Barcelona '92,Tiertex,U.S. GoldNA/PALSegaJP,"July 24, 1992",June 1992[26],July 1992,
Olympic Summer Games: Atlanta 1996,Tiertex,Black Pearl Software,Unreleased,August 1996,August 1996,
Onslaught,Code Monkeys Ltd.,Ballistic,Unreleased,July 1991,Unreleased,
The Ooze,Sega Technical Institute,Sega,"September 22, 1995","May 6, 1995",December 1995,
Operation Europe: Path to VictoryEuropa SensenJP,Koei,Koei,"January 16, 1993",July 1994,Unreleased,
Osomatsu-kun: Hachamecha Gekijō,Sega,Sega,"December 24, 1988",Unreleased,Unreleased,
The Ottifants,Graftgold,Sega,Unreleased,Unreleased,October 1993,
Outback Joey,Heartbeat,Heartbeat,Unreleased,1993,Unreleased,
Outlander,Graftgold,Mindscape,Unreleased,December 1992[27],Unreleased,
Out Run,"SIMSHertz Co., Ltd.",Sega,"August 9, 1991",October 1991,November 1991,
OutRun 2019,"SIMSHertz Co., Ltd.",SIMSJPSegaNA/PAL,"March 26, 1993",March 1993,March 1993,
OutRunners,Sega CS,SegaJPData EastNA,"May 13, 1994","June 14, 1994","September 12, 1994",
P.T.O.: Pacific Theater of OperationsTeitoku no KetsudanJP,Koei,Koei,"September 24, 1992",August 1993,Unreleased,
Pac-AttackPac-PanicPAL,Namco,Namco,Unreleased,November 1994,December 1995,
Pac-Man 2: The New Adventures,Namco,Namco,Unreleased,December 1994,Unreleased,
Pac-Mania,Sculptured Software,Tengen,Unreleased,September 1991,September 1991,
Pachinko Kuunyan,Soft Vision,Soft Vision,"December 18, 1992",Unreleased,Unreleased,
The Pagemaster,Probe SoftwareAtod AB,Fox Interactive,Unreleased,November 1994,November 1994,
Panorama Cotton,Success,Sunsoft,"August 12, 1994",Unreleased,Unreleased,
Paperboy,MotivetimeArc Developments,Tengen,"June 26, 1992",February 1992,April 1992,
Paperboy 2,Tengen,Tengen,Unreleased,February 1993,June 1993,
Party Quiz Mega Q,Minato Giken,Sega,"November 5, 1993",Unreleased,Unreleased,
Pat Riley BasketballSuper Real BasketballJP/PAL,Sega,Sega,"March 2, 1990",August 1990,March 1991,
Pebble Beach Golf LinksPebble Beach no HatouJP,T&E Soft,Sega,"October 29, 1993",January 1994,February 1994,
Pelé II: World Tournament SoccerPelé's World Tournament SoccerPAL,Radical Entertainment,Accolade,Unreleased,June 1994[40],June 1994,
Pelé!,Radical Entertainment,Accolade,Unreleased,December 1993[41],January 1994[42],
Pepen ga Pengo,JSH,Sega,"December 22, 1995",Unreleased,Unreleased,
Pete Sampras Tennis,Codemasters,Sportsmaster,Unreleased,April 1994,"June 16, 1994",
PGA European Tour,Polygames,Electronic Arts,Unreleased,March 1994,March 1994,
PGA Tour 96,NuFXHitmen Productions,Electronic Arts,Unreleased,November 1995,December 1995,
PGA Tour Golf,Sterling Silver Software,Electronic Arts,"July 3, 1992",April 1991,May 1991,
PGA Tour Golf II,Polygames,Electronic ArtsNA/PALElectronic Arts VictorJP,"April 16, 1992",March 1993,February 1993,
PGA Tour Golf III,PolygamesHigh Score Productions,Electronic Arts,Unreleased,December 1994,December 1994,
Phantasy Star Fukkokuban,Sega AM7,Sega,"April 22, 1994",Unreleased,Unreleased,
Phantasy Star IIPhantasy Star II: Kaerazaru Toki no Owari niJP,Sega AM7,Sega,"March 21, 1989",March 1990,October 1991,
Phantasy Star III: Generations of DoomPhantasy Star III: Toki no KeishoushaJP,Sega AM7,Sega,"April 21, 1990",July 1991,October 1991,
Phantasy Star IV: The End of the MillenniumPhantasy Star: Sennenki no Owari niJP,Sega AM7,Sega,"December 17, 1993",February 1995,"December 8, 1995",
Phantom 2040,Illusions,Viacom New Media,Unreleased,October 1995,October 1995,
